"tyyppi","lat","lon","osoite","nimi"
"Sisustusliikkeet","60.1678532","24.9460642","Pohjoisesplanadi 33,Helsinki","Marimekko"
"Sisustusliikkeet","60.1687294","24.9434411","Aleksanterinkatu 50,Helsinki","Marimekko"
"Sisustusliikkeet","60.1954128","25.0413688","Kirvesmiehenkatu 7,Helsinki","Marimekko"
"Sisustusliikkeet","60.2149841","24.9804753","Hämeentie 1 A,Helsinki","Marimekko"
"Sisustusliikkeet","60.1679507","24.9454308","Mikonkatu 2 D,Helsinki","Marimekko"
"Sisustusliikkeet","60.2104564","25.0810679","Itäkatu 7,Helsinki","Marimekko"
"Sisustusliikkeet","60.3189332","24.9682958","Helsinki-Vantaan Lentoasema,Vantaa","Marimekko"
"Sisustusliikkeet","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Marimekko"
"","60.186655","24.9681224","Sörnäisten Rantatie 29,Helsinki","Marinea (Helsingin Venevaruste Oy)"
"","60.1490833","24.888652","Veneentekijäntie 1,Helsinki","MaritimShops"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Marlboro Classics"
"Apteekit","60.2781065","24.8539452","Kivivuorentie 4,Vantaa","Martinlaakson apteekki"
"Sisustusliikkeet","60.1642627","24.7043169","Portti 1-5,Espoo","Masku"
"Sisustusliikkeet","60.2095719","25.0593145","Varikkotie 2 B,Helsinki","Masku"
"Sisustusliikkeet","60.2803982","25.08134","Porttisuontie 4,Vantaa","Masku"
"Sisustusliikkeet","60.2772873","24.811597","Tiilipojanlenkki 2,Vantaa","Masku"
"Pizzeriat","60.2933366","25.0380468","Asematie 1,Vantaa","master pizza"
"Apteekit",NA,NA,"Piispansilta 11 T 63,Espoo","Matinkylän apteekki"
"Sisustusliikkeet","60.1589357","24.6928194","Martinsillantie 10,Espoo","Mattokymppi"
"Sisustusliikkeet","60.276784","24.8183452","Riihitontuntie 1,Vantaa","Mattokymppi"
"Sisustusliikkeet","60.2803982","25.08134","Porttisuontie 4,Vantaa","Mattokymppi"
"Apteekit","60.2316628","24.9329614","Pakilantie 10,Helsinki","Maunulan apteekki"
"Kirjastot","60.23414825","24.933219395192","Suursuonlaita 6,Helsinki","Maunulan kirjasto"
"Kerhot ja pajat","60.2288764","24.9236011","Metsäpurontie 19-21,Helsinki","Maunulan Mediapaja"
"Baarit ja yökerhot","60.1706603","24.9360765","Mannerheimintie 22-24,Helsinki","mbar"
"Tietokoneliikkeet","60.1658817","24.9286625","Ruoholahdenkatu 8,Helsinki","mcare"
"Pikaruokalat","60.1711583","24.7781865055571","Niittymaantie 6,Espoo","McDonald's"
"Pikaruokalat","60.1648987","24.7229390844326","Tähdenlennontie 3,Espoo","McDonald's"
"Pikaruokalat","60.1495148","24.6558294","Espoonlahdenkatu 4-6,Espoo","McDonald's"
"Pikaruokalat","60.2085622","24.7432656","Palomiehentie 2,Espoo","McDonald's"
"Pikaruokalat","60.2840227","25.0290978","Aamuruskontie 2 A,Helsinki","McDonald's"
"Pikaruokalat","60.1703935","24.939521","Asema-Aukio 1,Helsinki","McDonald's"
"Pikaruokalat","60.2045151","24.898995","Mannerheimintie 16,Helsinki","McDonald's"
"Pikaruokalat","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","McDonald's"
"Pikaruokalat","60.1788218","24.9496728","Siltasaarenkatu 12,Helsinki","McDonald's"
"Pikaruokalat","60.1934957","25.0370747","Laivalahdenkatu 1,Helsinki","McDonald's"
"Pikaruokalat","60.1617163","24.9370491","Iso Roobertinkatu 1,Helsinki","McDonald's"
"Pikaruokalat","60.1692221","24.9297172","Fredrikinkatu 46,Helsinki","McDonald's"
"Pikaruokalat","60.2373006","25.0848435","Ostostie 4,Helsinki","McDonald's"
"Pikaruokalat","60.2506415","25.0125615","Ala-Malmin tori 4,Helsinki","McDonald's"
"Pikaruokalat","60.19553725","24.8906651242249","Paciuksenkatu 29,Helsinki","McDonald's"
"Pikaruokalat","60.2487129","24.9983788","Pukinmäenkaari 55,Helsinki","McDonald's"
"Pikaruokalat","60.1635142","24.9210694","Itämerenkatu 14,Helsinki","McDonald's"
"Pikaruokalat","60.1703935","24.939521","Asema-Aukio 2,Helsinki","McDonald's"
"Pikaruokalat","60.1899456","24.916448","Mannerheimintie 53,Helsinki","McDonald's"
"Pikaruokalat","60.20594","25.1354928","Kaivonkatsojantie 1 A,Helsinki","McDonald's"
"Pikaruokalat",NA,NA,"Itäkatu 1-5 A 29,Helsinki","McDonald's"
"Pikaruokalat","60.1921903","24.9496354","Teollisuuskatu 6,Helsinki","McDonald's"
"Pikaruokalat","60.2971649","24.884548","Tuupakantie 2 B,Vantaa","McDonald's"
"Pikaruokalat","60.2640181","24.872571","Louhijantie 1,Vantaa","McDonald's"
"Pikaruokalat","60.2701718","24.8043442","Maissikuja 2,Vantaa","McDonald's"
"Pikaruokalat","60.2608563","24.8543158","Iskoskuja 3,Vantaa","McDonald's"
"Pikaruokalat","60.2668056","25.1001521","Koivumäentie 33,Vantaa","McDonald's"
"Pikaruokalat","60.29332145","25.0370876104249","Tikkuraitti 20,Vantaa","McDonald's"
"Pikaruokalat","60.2687888","24.9745829","Kirkkotie 4,Vantaa","McDonald's"
"Muut","60.2796621","24.7582871","Läntinen teollisuuskatu 18,Espoo","Medi10"
"Eläinkaupat","60.1620733","24.7375304","Piispansilta 11,Espoo","Megaeläin Iso Omena"
"Eläinkaupat","60.2104564","25.0810679","Itäkatu 7,Helsinki","Megaeläin Itis"
"Eläinkaupat","60.2742936","24.9701238","Säätökuja 2 B 5,Vantaa","Megaeläin Tammisto"
"Apteekit","60.1943406","25.0343356","Insinöörinkatu 2,Helsinki","Megahertsin apteekki"
"Kenkäkaupat","60.2036614","24.6582779","Valakuja 10,Espoo","Mekka"
"Kirpputorit","60.2370758","25.1181987","Korvatunturintie 2,Helsinki","Mellukirppis"
"Musiikkiliikkeet","60.2523098","25.0156516","Pekankatu 3,Helsinki","Melplay Store"
"Rautakaupat","60.2220169","24.6468768567962","Metsälammentie 2,Espoo","Meltex"
"Rautakaupat","60.2633857","24.882693395199","Taivaltie 2,Vantaa","Meltex"
"Rautakaupat","60.3476973","25.0401402","Kelatie 24,Vantaa","Meltex"
"Ravintolat","60.1703935","24.939521","Asema-Aukio 2,Helsinki","Memphis"
"Ravintolat","60.1707783","24.9473293","Kluuvikatu 8,Helsinki","Memphis"
"Apteekit","60.179557","24.9608448","Haapaniemenkatu 14,Helsinki","Merihaan sivuapteekki"
"Sisustusliikkeet","60.2095719","25.0593145","Varikkotie 2 B,Helsinki","Metropoli Kaluste"
"Sisustusliikkeet","60.2763637","24.8178312947964","Martinkyläntie 51,Vantaa","Metropoli Kaluste"
"Sisustusliikkeet","60.2798378","25.0812402","Porttipuistontie 1,Vantaa","Metropoli Kaluste"
"Vaatekaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","MicMac / boys"
"Vaatekaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","MicMac / girls"
"Tietokoneliikkeet","60.1675638","24.9386873","Kalevankatu 42,Helsinki","Mikromafia"
"Tietokoneliikkeet","60.2096256","25.0545635","Laippatie 1,Helsinki","Mikromarket"
"Muut","60.2170114","24.8093057","Leppävaarankatu 19,Espoo","Mikrotukikohta"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Minos"
"Matkapuhelimet","60.2185602","24.8143645","Hevosenkenkä 3,Espoo","Mobila Electronics Oy"
"Matkapuhelimet","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Mobila Electronics Oy"
"Vaatekaupat","60.2188216","24.8128941","Leppävaarankatu 3,Espoo","Moda"
"Vaatekaupat","60.2092277","25.0763207","Itäkatu 1-5,Helsinki","Moda"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Moda"
"Vaatekaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Moda"
"Vaatekaupat",NA,NA,"Iskoskuja 3 B 77,Vantaa","Moda"
"Sekatavarakaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Moko"
"","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Monki"
"","60.1687496","24.944437","Aleksanterinkatu 48,Helsinki","Monki"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Monsoon"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Morticia"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Motivi"
"Autotarvikkeet","60.2094476","24.638857","Espoontie 32,Espoo","Motonet"
"Autotarvikkeet","60.2413055","24.8477107828817","Ristipellontie 19,Helsinki","Motonet"
"Autotarvikkeet","60.2962989","24.9296171","Ansatie 1,Vantaa","Motonet"
"Parturit ja kampaamot","60.1665628","24.9307462","Malminrinne,Helsinki","MRoom Kamppi"
"Apteekit","60.2055613","24.8756678","Raumantie 1 A,Helsinki","Munkki apteekki"
"Apteekit",NA,NA,"Professorinaukio 2,Helsinki","Munkkiniemen apteekki"
"Kirjastot","60.1968424","24.8758067967257","Riihitie 22,Helsinki","Munkkiniemen kirjasto"
"Pizzeriat","60.198501","24.8844066","Huopalahdentie 7,Helsinki","Munkkiniemen Pizzeria Kebab"
"Apteekit","60.1978791","24.8789126","Munkkiniemen Puistotie 15,Helsinki","Munkkiniemen puisto apteekki"
"Muut","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Museomyymälä Amos"
"Ravintolat","60.1966274","24.9512148","Mäkelänkatu 52,Helsinki","Musta Härkä"
"Elektroniikkaliikkeet","60.1629269","24.7066046","Isonniitynkuja 2,Espoo","Musta Pörssi"
"Elektroniikkaliikkeet","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Musta Pörssi"
"Elektroniikkaliikkeet","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Musta Pörssi"
"Eläinkaupat","60.1741348","24.8043496","Itätuulenkuja 6,Espoo","Musti ja Mirri"
"Eläinkaupat","60.2042513","24.6570452","Kamreerintie 3,Espoo","Musti ja Mirri"
"Eläinkaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Musti ja Mirri"
"Eläinkaupat","60.2046872","24.7673044","Sinikalliontie 1,Espoo","Musti ja Mirri"
"Eläinkaupat","60.1642627","24.7043169","Portti 1-5,Espoo","Musti ja Mirri"
"Eläinkaupat","60.227476","25.00945","Viikintori 3,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.2069618","24.8799946","Munkkivuori,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.1924031","25.0291515","Hitsaajankatu 9,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.1514665","24.8802097","Itälahdenkatu 18,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.2140985","25.0807057","Kastelholmantie 2,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.2520968","25.0103537","Malmin Kauppatie 18,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.1876662","24.9631396","Hämeentie 31,Helsinki","Musti ja Mirri"
"Eläinkaupat","60.2834397","24.8244767","Petikontie 1,Vantaa","Musti ja Mirri"
"Eläinkaupat","60.2549967","24.8241877","Vapaalantie 2,Vantaa","Musti ja Mirri"
"Eläinkaupat","60.2798378","25.0812402","Porttipuistontie 1,Vantaa","Musti ja Mirri"
"Eläinkaupat","60.2863217","24.9747724","Valimotie 29,Vantaa","Musti ja Mirri"
"Sisustusliikkeet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Muurla Design 360"
"Valokuvausliikkeet","60.2520968","25.0103537","Malmin Kauppatie 18,Helsinki","MV-kuvat"
"Apteekit","60.2244486","25.0739323","Kiviparintie 2,Helsinki","Myllypuron apteekki"
"Kirjastot","60.2244486","25.0739323","Kiviparintie 2,Helsinki","Myllypuron mediakirjasto"
"Apteekit","60.2612369","24.8547697","Jönsaksentie 6,Vantaa","Myyrmäen apteekki"
"Apteekit","60.2608563","24.8543158","Iskoskuja 3,Vantaa","Myyrmannin Apteekki"
"Vaatekaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Nahka Albert"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Namaskaar"
"Muut","60.1667119","24.7043107483268","Niittyrinne 6,Espoo","Neo-Act Oy"
"Muut","60.1985486","25.0468657","Asentajankatu 1,Helsinki","Neo-Act Oy"
"Muut","60.2180871","24.8717601","Muottikuja 6,Vantaa","Neo-Act Oy"
"Apteekit","60.1669684","24.9652221","Kauppiaankatu 2,Helsinki","Neptunus apteekki"
"Huoltoasemat","60.1930029","24.9304444","Nordenskiöldinkatu 22,Helsinki","Neste Oil Helsinki Eläintarha"
"Ruokakaupat","60.19745845","24.8863148533176","Huopalahdentie 1,Helsinki","Neste Oil K-market Helsinki Munkkiniemi"
"","60.275874","24.8548409","Vihertie 39,Vantaa","Neste Oil K-Market Martinlaakso"
"Huoltoasemat","60.2556705","24.8254189","Vapaalantie 1,Vantaa","Neste Oil Rajatorppa"
"Huoltoasemat","60.2662611","24.8095148","Ulkoniitynkuja 2,Vantaa","Neste Oil Vantaa Varisto"
"Vaatekaupat","60.2092277","25.0763207","Itäkatu 1,Helsinki","New Yorker"
"Kauneus ja terveys","60.1665659","24.9341492","Fredrikinkatu 49,Helsinki","Nguyen"
"Baarit ja yökerhot","60.2906178","25.0416459","Hertaksentie 2,Vantaa","Night"
"Kenkäkaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Nike Helsinki Store"
"Kenkäkaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Nilson Shoes"
"Kenkäkaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Nilson Shoes"
"Kenkäkaupat","60.1694465","24.932871","Urho Kekkosen Katu 1,Helsinki","Nilson Shoes"
"Kenkäkaupat","60.1688276","24.947076","Aleksanterinkatu 40,Helsinki","Nilson Shoes"
"Kenkäkaupat","60.1921422","24.9101863","Mannerheimintie 18,Helsinki","Nilson Shoes"
"Kenkäkaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Nilson Shoes"
"Vaatekaupat",NA,NA,"P Rautatiekatu 17,Helsinki","Nimm"
"Koru- Ja kelloliikkeet","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Ninja"
"Koru- Ja kelloliikkeet","60.2035124","24.6590606","Siltakatu 11,Espoo","Ninja"
"Koru- Ja kelloliikkeet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Ninja"
"Koru- Ja kelloliikkeet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Ninja (for men)"
"Optikot","60.1493709","24.6548564","Espoonlahdenkatu 4,Espoo","Nissen"
"Optikot",NA,NA,"Tapiontori,Espoo","Nissen"
"Optikot","60.2170114","24.8093057","Leppävaarankatu 3-5,Espoo","Nissen"
"Optikot","60.1793528","24.9495416","Siltasaarenkatu 16,Helsinki","Nissen"
"Optikot","60.1706603","24.9360765","Mannerheimintie 22-24,Helsinki","Nissen"
"Optikot","60.1687294","24.9434411","Aleksanterinkatu 50,Helsinki","Nissen"
"Optikot","60.2587794","25.0390021","Malminkaari 13-19,Helsinki","Nissen"
"Optikot","60.2104564","25.0810679","Itäkatu 7,Helsinki","Nissen"
"Optikot","60.2070072","25.1456118","Vuotie 45,Helsinki","Nissen"
"Optikot","60.2608563","24.8543158","Iskoskuja 3,Vantaa","Nissen"
"Optikot","60.29332145","25.0370876104249","Tikkuraitti 18,Vantaa","Nissen"
"Optikot","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Nissen"
"Optikot","60.2781065","24.8539452","Kivivuorentie 4,Vantaa","Nissen"
"Urheilukaupat",NA,NA,"Hämeentie 155 A 15,Helsinki","Nitron Sports Oy(nitronstore.fi)"
"Pankit",NA,NA,"Tapiontori 3 C,Espoo","Nooa Säästöpankki"
"Pankit","60.2175211","24.811222","Leppävaarankatu 7,Espoo","Nooa Säästöpankki"
"Pankit","60.1706603","24.9360765","Mannerheimintie 22-24,Helsinki","Nooa Säästöpankki"
"Pankit","60.2092277","25.0763207","Itäkatu 1-5,Helsinki","Nooa Säästöpankki"
"Pankit","60.26287525","24.8527719265113","Liesitori 1,Vantaa","Nooa Säästöpankki"
"Pankit","60.29332145","25.0370876104249","Tikkuraitti 11,Vantaa","Nooa Säästöpankki"
"Pankit","60.1758991","24.8039275","Länsituulentie 10,Espoo","Nordea pankki"
"Pankit","60.2175211","24.811222","Leppävaarankatu 7,Espoo","Nordea pankki"
"Pankit","60.1620733","24.7375304","Piispansilta 11,Espoo","Nordea pankki"
"Pankit","60.2185602","24.8143645","Hevosenkenkä 3,Espoo","Nordea pankki"
"Pankit","60.1788218","24.9496728","Siltasaarenkatu 12,Helsinki","Nordea pankki"
"Pankit","60.2356175","25.0819142","Keinulaudankuja 4,Helsinki","Nordea pankki"
"Pankit","60.1601306","24.877203","Gyldenintie 6,Helsinki","Nordea pankki"
"Pankit","60.1698156","24.9391928","Mannerheimintie 7,Helsinki","Nordea pankki"
"Pankit","60.1972112","24.8794172","Munkkiniemen Puistotie 14,Helsinki","Nordea pankki"
"Pankit","60.228493","24.9635345","Kylänvanhimmantie 29,Helsinki","Nordea pankki"
"Pankit","60.1982754","24.9258704","Maistraatinportti 4,Helsinki","Nordea pankki"
"Pankit","60.22009665","24.8717565920474","Hiomotie 30,Helsinki","Nordea pankki"
"Pankit","60.175243","24.9209687","Museokatu 40,Helsinki","Nordea pankki"
"Pankit","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Nordea pankki"
"Pankit","60.1949299","25.0297379","Hiihtomäentie 14,Helsinki","Nordea pankki"
"Pankit","60.2520968","25.0103537","Malmin Kauppatie 18,Helsinki","Nordea pankki"
"Pankit","60.19081","24.9113736","Tukholmankatu 2,Helsinki","Nordea pankki"
"Pankit","60.2050637","24.8804689","Huopalahdentie 24 B,Helsinki","Nordea pankki"
"Pankit","60.1692031","24.9581519","Aleksanterinkatu 30,Helsinki","Nordea pankki"
"Pankit","60.1717521","24.9395594438378","Elielinaukio 3,Helsinki","Nordea pankki"
"Pankit","60.1786005","24.9484571","Paasivuorenkatu 3,Helsinki","Nordea pankki"
"Pankit","60.165633","24.9439832","Erottajankatu 1,Helsinki","Nordea pankki"
"Pankit","60.2523394","25.0082888","Torikatu 4,Helsinki","Nordea pankki"
"Pankit","60.1704607","24.9336329","Olavinkatu 1,Helsinki","Nordea pankki"
"Pankit","60.1692031","24.9581519","Aleksanterinkatu 52 B,Helsinki","Nordea pankki"
"Pankit","60.2293567","24.8843474","Hopeatie 2,Helsinki","Nordea pankki"
"Pankit","60.165633","24.9439832","Erottajankatu 5,Helsinki","Nordea pankki"
"Pankit","60.16951905","24.94285639283","Keskuskatu 5 B,Helsinki","Nordea pankki"
"Pankit","60.1543398","24.8813145","Melkonkatu 28 C,Helsinki","Nordea pankki"
"Pankit","60.2092277","25.0763207","Itäkatu 1-7,Helsinki","Nordea pankki"
"Pankit","60.206356","25.1465692","Kahvikuja 3,Helsinki","Nordea pankki"
"Pankit",NA,NA,"Promenadi 1,Kauniainen","Nordea pankki"
"Pankit","60.3502411","25.075278","Maakotkantie 12,Vantaa","Nordea pankki"
"Pankit","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Nordea pankki"
"Pankit","60.26287525","24.8527719265113","Liesitori 1,Vantaa","Nordea pankki"
"Pankit","60.2928859","25.0408942","Asematie 10,Vantaa","Nordea pankki"
"Pankit","60.2904181","24.9701397","Tasetie 8,Vantaa","Nordea pankki"
"Pankit","60.32445005","25.0578136013667","Ojalehdonkuja 1,Vantaa","Nordea pankki"
"Pankit","60.2608563","24.8543158","Iskoskuja 3,Vantaa","Nordea pankki"
"Pankit","60.2933366","25.0380468","Asematie 6 B,Vantaa","Nordea pankki"
"Laukkuliikkeet","60.1692031","24.9581519","Aleksanterinkatu 36,Helsinki","NT-Bags"
"Laukkuliikkeet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","NT-Bags"
"Laukkuliikkeet","60.2608563","24.8543158","Iskoskuja 3,Vantaa","NT-Bags"
"Pizzeriat","60.24835885","24.95860605","Yhdyskunnantie 43,Helsinki","Nur pizza-kebab"
"Muut","60.22095485","24.8522830413741","Arinatie 4,Helsinki","Nymix"
"Vaatekaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","O.N.L.Y."
"Koru- Ja kelloliikkeet","60.228493","24.9635345","Kylänvanhimmantie 29,Helsinki","Ogelin Korupaja"
"Apteekit","60.1726803","24.7278466","Kuunkierros 1,Espoo","Olarin apteekki"
"Hotellit","60.166054","24.9323107","Eerikinkatu 24,Helsinki","Omenahotelli"
"Hotellit","60.1678677","24.9375309","Yrjönkatu 30,Helsinki","Omenahotelli"
"Hotellit","60.1657259","24.9362782","Lönnrotinkatu 13,Helsinki","Omenahotelli"
"Ravintolat","60.1696396","24.9425988","Keskuskatu 6,Helsinki","Omenapuu"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Only"
"Optikot","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Optikko Arvola"
"Optikot","60.1666933","24.9301057","Lapinlahdenkatu 7,Helsinki","Optilook"
"Optikot","60.2092277","25.0763207","Itäkatu 1,Helsinki","Optilook"
"Hammaslääkärit","60.1741348","24.8043496","Itätuulenkuja 10 B,Espoo","Oral Hammaslääkärit"
"Hammaslääkärit","60.165633","24.9439832","Erottajankatu 5 A,Helsinki","Oral Hammaslääkärit"
"Hammaslääkärit","60.1793528","24.9495416","Siltasaarenkatu 16,Helsinki","Oral Hammaslääkärit"
"Hammaslääkärit","60.2099023","25.0782155","Tallinnanaukio 4 B,Helsinki","Oral Hammaslääkärit"
"Hammaslääkärit","60.160676","24.8911849","Lauttasaarentie 6,Helsinki","Oral Hammaslääkärit"
"Hammaslääkärit","60.1911224","24.9099419","Tukholmankatu 2 B,Helsinki","Oral Hammaslääkärit"
"Hammaslääkärit",NA,NA,"Sibeliuksenkatu 11 A 4,Helsinki","Oral Hammaslääkärit"
"Hammaslääkärit","60.2898374","25.0357499","Kielotie 14 B,Vantaa","Oral Hammaslääkärit"
"Ravintolat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Orient Express"
"Autoliikkeet","60.1847657","24.9589407","Pengerkatu 15,Helsinki","OstetaanAutoja.fi"
"Pankit",NA,NA,"Kauniaisentie 7,Kauniainen","Osuuspankki"
"Pankit","60.2097836","24.729884","Kauniaistentie 7,Kauniainen","Osuuspankki"
"Apteekit","60.184286","24.830487","Otakaari 13,Espoo","Otaniemen apteekki"
"Apteekit","60.228493","24.9635345","Kylänvanhimmantie 29,Helsinki","Oulunkylän Apteekki"
"Kirjastot","60.2281305","24.9626101773349","Kylänvanhimmantie 27,Helsinki","Oulunkylän kirjasto"
"Postit","60.169815","24.9341315","Narinkka 1,Helsinki","Oy Matkahuolto Ab"
"Postit","60.1696347","24.9349294949208","Narinkka 3,Helsinki","Oy Matkahuolto Ab"
"Virastot","60.2580979","24.8511145","Rajatorpantie 8 A,Vantaa","Pääkaupunkiseudun verotoimisto"
"Apteekit","60.2620896","24.8044492","Lammaslammentie 9,Vantaa","Pähkinärinteen apteekki"
"Muut","60.1550945","24.9168874","Itäinen Vaihdekuja 8,Helsinki","Paintball Sissos Oy"
"Apteekit","60.2380868","24.9278955","Pakilantie 56,Helsinki","Pakilan apteekki"
"Kirjastot","60.2493763","24.9412591","Paloheinäntie 22,Helsinki","Paloheinän kirjasto"
"Ravintolat","60.162759","24.9354623","Albertinkatu 30,Helsinki","Papa Albert"
"Pizzeriat","60.1871119","24.6050671","Hyttimestarintie 6,Espoo","Pappa Pizza"
"Muut","60.160676","24.8911849","Lauttasaarentie 6,Helsinki","Paraslukko Security Oy"
"Eläinkaupat","60.1712952","24.9202311","Mechelininkatu 28,Helsinki","Paratiisilintu"
"Muut",NA,NA,"Itäkatu 1-5 A 25,Helsinki","Partioaitta Itis"
"Muut","60.2926671","24.9646104","Valuuttakatu 2,Vantaa","Partioaitta Jumbo"
"Retkeily","60.2798378","25.0812402","Porttipuistontie 1,Vantaa","Partioaitta Outlet"
"Muut","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Partioaitta Sello"
"Muut","60.1746283","24.8084705","Itätuulentie 8,Espoo","Partioaitta Tapiola"
"Muut","60.1685281","24.9365083","Yrjönkatu 36,Helsinki","Partioaitta Yrjönkatu"
"Parturit ja kampaamot","60.32097405","25.0634105247121","Rautkalliontie 10,Vantaa","Parturi-kampaamo Jo-Jo"
"Apteekit","60.1985716","24.9343517","Ratapihantie 6,Helsinki","Pasilan apteekki"
"Eläinkaupat","60.1985716","24.9343517","Ratapihantie 6,Helsinki","Pasilan aseman eläinkauppa"
"Kirjastot","60.2010241","24.9355093","Rautatieläisenkatu 8,Helsinki","Pasilan pääkirjasto"
"Urheilukaupat","60.1653544","24.9326687","Kalevankatu 32,Helsinki","Pelago Bicycles"
"Muut","60.1617673","24.8663748","Lauttasaarentie 54,Helsinki","Pelican Self Storage"
"Sisustusliikkeet","60.1620733","24.7375304","Piispansilta 11,Espoo","Pentik"
"Sisustusliikkeet","60.2035124","24.6590606","Siltakatu 11,Espoo","Pentik"
"Sisustusliikkeet","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Pentik"
"Sisustusliikkeet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Pentik"
"Sisustusliikkeet","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Pentik"
"Sisustusliikkeet","60.20827925","24.9764844672582","Hämeentie 135 A,Helsinki","Pentik"
"Sisustusliikkeet",NA,NA,"Itäkatu 1-5 C 137,Helsinki","Pentik"
"Sisustusliikkeet","60.16948605","24.9400033915131","Mannerheimintie 5,Helsinki","Pentik"
"Sisustusliikkeet",NA,NA,"Iskoskuja 3 B 58,Vantaa","Pentik"
"Sisustusliikkeet","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Pentik"
"Sisustusliikkeet","60.1633713","24.9385948","Fredrikinkatu 33,Helsinki","Peroba"
"Vaatekaupat","60.1688755","24.9335732","Urho Kekkosen katu 3-7,Helsinki","PETRIFUN Store"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Pieces"
"Eläinlääkärit","60.1588962","24.9328387","Telakkakatu 3,Helsinki","Pieneläinklinikka Tuhatjalka Helsinki"
"Eläinkaupat","60.1807291","24.9517548","Hämeentie 6,Helsinki","Pieni Akvaariokauppa"
"Apteekit","60.2341605","25.0109858","Meripihkatie 3,Helsinki","Pihlajamäen apteekki"
"Apteekit","60.2310635","24.9994399","Salpausseläntie 13,Helsinki","Pihlajiston sivuapteekki"
"Kirjastot","60.20168995","24.8942579711094","Tilkankatu 19,Helsinki","Pikku Huopalahden lastenkirjasto"
"Apteekit","60.2032695","24.8973829","Korppaanmäentie 4,Helsinki","Pikku huopalahden sivuapteekki"
"Apteekit","60.2032695","24.8973829","Korppaanmäentie 4,Helsinki","Pikku-Huopalahden sivuapteekki"
"Apteekit","60.2032695","24.8973829","Korppaanmäentie 4,Helsinki","Pikku huopalahden sivuapteekki"
"Apteekit","60.2032695","24.8973829","Korppaanmäentie 4,Helsinki","Pikku-Huopalahden sivuapteekki"
"Sisustusliikkeet","60.1688755","24.9335732","Urho Kekkosen katu 5 A,Helsinki","Pikkukenguru"
