"tyyppi","lat","lon","osoite","nimi"
"Pikaruokalat","60.1703935","24.939521","Asema-Aukio,Helsinki","Hesburger"
"Pikaruokalat","60.2904181","24.9701397","Tasetie 8,Vantaa","Hesburger"
"Pikaruokalat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Hesburger"
"Pikaruokalat","60.2925135","24.961879","Vantaanportinkatu 2,Vantaa","Hesburger"
"Pikaruokalat","60.276212","24.8568897","Martinlaaksontie 1,Vantaa","Hesburger"
"Pikaruokalat","60.2611031","24.841313879552","Raappavuorentie 10,Vantaa","Hesburger"
"Pikaruokalat","60.2920259","25.0420625","Asematie 4-10,Vantaa","Hesburger"
"Pikaruokalat","60.2223276","24.87614","Valimotie 9,Vantaa","Hesburger"
"","60.2876949","25.0405876","Kuninkaalantie 7,Vantaa","Heureka"
"Sekatavarakaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Heureka Shop"
"Urheilukaupat","60.1948366","25.0422855","Puusepänkatu 11,Helsinki","Hi5Bikes"
"Hierontapaikat","60.264465","24.8572944","Ojahaanrinne 2,Vantaa","Hierontaiatros"
"Apteekit","60.1604066","24.93065","Hietalahdenranta 5-7,Helsinki","Hietalahden apteekki"
"Eläinkaupat","60.223138","24.7877804828514","Kilonkartanontie 2,Espoo","HippoSport"
"Parturit ja kampaamot","60.293438","25.0309428","Peltolantie 2,Vantaa","Hiusstudio NÄKY"
"Liikuntapaikat","60.2383469","24.8578627","Ruosilantie 10,Helsinki","HLR Golf Academy"
"Sekatavarakaupat","60.2863217","24.9747724","Valimotie 11,Vantaa","Hobby Hall"
"Askartelukaupat","60.1679168","24.9323723","Fredrikinkatu 61,Helsinki","Hobby-Point"
"Luontaistuotekaupat","60.2116389","25.0927770619576","Rusthollarinkuja 2,Helsinki","Hoidonaika"
"Hotellit","60.2021663","24.9361526","Messuaukio 1,Helsinki","Holiday Inn"
"Hotellit","60.172338","24.9399351","Elielinaukio 5,Helsinki","Holiday Inn"
"Hotellit","60.1652365","24.9095244","Sulhasenkuja 3,Helsinki","Holiday Inn"
"Hotellit","60.29520945","24.9714823578909","Rälssitie 2,Vantaa","Holiday Inn"
"Sekatavarakaupat","60.2147831","24.6517442","Nimismiehenpelto 6,Espoo","Hong Kong"
"Sekatavarakaupat","60.1589357","24.6928194","Martinsillantie 10,Espoo","Hong Kong"
"Sekatavarakaupat","60.2798378","25.0812402","Porttipuistontie 1,Vantaa","Hong Kong"
"Erotiikkamyymälät","60.1832976","24.7943964","Louhentie 2,Espoo","Hot Lips"
"Erotiikkamyymälät","60.2085326","25.0805067","Asiakkaankatu 5,Helsinki","Hot Lips"
"Erotiikkamyymälät","60.293438","25.0309428","Peltolantie 2,Vantaa","Hot Lips"
"Erotiikkamyymälät","60.2705879","24.855329","Uomatie 4,Vantaa","Hot Lips"
"Muut",NA,NA,"Rautatientorin Metroasema,Helsinki","HSL palvelupiste"
"Muut",NA,NA,"Ämmässuontie 8,Espoo","HSY, Sortti-asema"
"Muut","60.2377735","25.0484064488066","Kivikonlaita 5,Helsinki","HSY, Sortti-asema"
"Muut","60.25199515","24.834451206267","Betonitie 5,Helsinki","HSY, Sortti-asema"
"Ravintolat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Hullu Kukko"
"Kiinteistönvälitys","60.1493709","24.6548564","Espoonlahdenkatu 4,Espoo","Huoneistokeskus"
"Kiinteistönvälitys","60.2042513","24.6570452","Kamreerintie 3,Espoo","Huoneistokeskus"
"Kiinteistönvälitys","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Huoneistokeskus"
"Kiinteistönvälitys","60.2175211","24.811222","Leppävaarankatu 7,Espoo","Huoneistokeskus"
"Kiinteistönvälitys",NA,NA,"Piispansilta 11 T 42,Espoo","Huoneistokeskus"
"Kiinteistönvälitys",NA,NA,"Tapiontori 3 B,Espoo","Huoneistokeskus"
"Kiinteistönvälitys","60.1758991","24.8039275","Länsituulentie 10,Espoo","Huoneistokeskus"
"Kiinteistönvälitys","60.1698156","24.9391928","Mannerheimintie 7,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1740057","24.9535528","Liisankatu 18,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1601306","24.877203","Gyldenintie 6,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.19081","24.9113736","Tukholmankatu 2,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1980234","24.878234","Munkkiniemen Puistotie 17,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.2050637","24.8804689","Huopalahdentie 24 B,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1692031","24.9581519","Aleksanterinkatu 30,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.178566","24.9224456","Runeberginkatu 44,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.175243","24.9209687","Museokatu 40,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1583541","24.9455821","Tehtaankatu 11,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1786005","24.9484571","Paasivuorenkatu 3,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1842108","24.9550137","Porthaninkatu 11,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1982754","24.9258704","Maistraatinportti 4,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.1948215","25.0358035","Insinöörinkatu 3,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.2063245","25.1462355","Iiluodontie 17,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.211943","24.8977497","Kauppalantie 20,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.22009665","24.8717565920474","Hiomotie 30,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.2587794","25.0390021","Malminkaari 13-19,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.2293779","24.9665194","Oulunkylän tori 3,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys","60.2380868","24.9278955","Pakilantie 56,Helsinki","Huoneistokeskus"
"Kiinteistönvälitys",NA,NA,"Promenadi 1,Kauniainen","Huoneistokeskus"
"Kiinteistönvälitys","60.2626737","24.8509125","Liesikuja 7,Vantaa","Huoneistokeskus"
"Kiinteistönvälitys","60.2920259","25.0420625","Asematie 4-10,Vantaa","Huoneistokeskus"
"Kiinteistönvälitys","60.2928859","25.0408942","Asematie 10,Vantaa","Huoneistokeskus"
"Sisustusliikkeet","60.2772588","25.0130249","Lyhtytie 6,Helsinki","Huonekaluliike Laakkonen"
"Muut","60.1582194","24.9420347","Tehtaankatu 21,Helsinki","Hyötytaito Oy Ollila"
"Vaatekaupat","60.1874976","24.9570806","Helsinginkatu 9,Helsinki","HYTÖSEN PUOTI"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","I Love Food"
"Ravintolat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Ichiban- Sushi"
"Sekatavarakaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Ideaforum"
"Muut","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Iittala"
"Muut","60.2093393","24.9768675","Hämeentie 135,Helsinki","Iittala / Arabia tehtaanmyymälä"
"Muut","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Iittala Shop"
"Muut","60.1679451","24.9498578","Pohjoisesplanadi 25,Helsinki","Iittala-myymälä Esplanadi"
"Sisustusliikkeet","60.2167437","24.6624656","Espoontie 21,Espoo","Ikea"
"Sisustusliikkeet","60.2763993","25.0841762","Porttisuontie 18,Vantaa","Ikea"
"",NA,NA,"Osoite Ristipellontie 23,Helsinki","IKH"
"Luontaistuotekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Ikivireä Terveyskauppa"
"Vaatekaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","In Wear"
"Sisustusliikkeet","60.1620733","24.7375304","Piispansilta 11,Espoo","Indiska"
"Sisustusliikkeet","60.2188216","24.8128941","Leppävaarankatu 3,Espoo","Indiska"
"Sisustusliikkeet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Indiska"
"Sisustusliikkeet","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Indiska"
"Sisustusliikkeet","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Indiska"
"Kauneus ja terveys","60.1690528","24.9478405","Aleksanterinkatu 9,Helsinki","Inglot"
"Optikot","60.1620733","24.7375304","Piispansilta 11,Espoo","Instrumentarium"
"Optikot","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Instrumentarium"
"Optikot","60.1758133","24.803015","Länsituulentie 6,Espoo","Instrumentarium"
"Optikot","60.2042513","24.6570452","Kamreerintie 3,Espoo","Instrumentarium"
"Optikot","60.1493709","24.6548564","Espoonlahdenkatu 4,Espoo","Instrumentarium"
"Optikot","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Instrumentarium"
"Optikot","60.1690033","24.9453202","Aleksanterinkatu 15,Helsinki","Instrumentarium"
"Optikot","60.1793528","24.9495416","Siltasaarenkatu 16,Helsinki","Instrumentarium"
"Optikot","60.2356175","25.0819142","Keinulaudankuja 4,Helsinki","Instrumentarium"
"Optikot","60.2520968","25.0103537","Malmin Kauppatie 18,Helsinki","Instrumentarium"
"Optikot","60.2060944","24.8782475","Raumantie 1,Helsinki","Instrumentarium"
"Optikot","60.1787223","24.9233204","Sandelsinkatu 6,Helsinki","Instrumentarium"
"Optikot",NA,NA,"Itäkatu 7 E 14,Helsinki","Instrumentarium"
"Optikot","60.2373166","24.8908148","Kantelettarentie 1,Helsinki","Instrumentarium"
"Optikot","60.1606743","24.8868345","Lauttasaarentie 14,Helsinki","Instrumentarium"
"Optikot","60.16406695","24.9432292496316","Iso Roobertinkatu 3-5,Helsinki","Instrumentarium"
"Optikot","60.1681157","24.9421009","Aleksanterinkatu 52,Helsinki","Instrumentarium"
"Optikot","60.293569","25.035925","Tikkuraitti 13,Vantaa","Instrumentarium"
"Optikot","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Instrumentarium"
"Optikot","60.2599003","24.8518717","Iskoskuja 3 A 1,Vantaa","Instrumentarium"
"Optikot","60.347","25.07493","Maakotkantie 10,Vantaa","Instrumentarium"
"Urheilukaupat","60.1620733","24.7375304","Piispansilta 11,Espoo","Intersport"
"Urheilukaupat","60.1629269","24.7066046","Isonniitynkuja 2,Espoo","Intersport"
"Urheilukaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Intersport"
"Urheilukaupat","60.1636203","24.9119067","Itämerenkatu 21,Helsinki","Intersport"
"Urheilukaupat","60.2140795","25.0834525","Korsholmantie 2,Helsinki","Intersport"
"Urheilukaupat","60.2092277","25.0763207","Itäkatu 1-5,Helsinki","Intersport"
"Urheilukaupat","60.169541","24.9457119","Mikonkatu 7,Helsinki","Intersport"
"Urheilukaupat","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Intersport"
"Urheilukaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Intersport"
"Urheilukaupat","60.293569","25.035925","Tikkuraitti 13,Vantaa","Intersport"
"Ravintolat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Iskelmä-Baari"
"Sisustusliikkeet","60.1616565","24.7168913525789","Kuitinmäentie 26,Espoo","Isku Koti"
"Sisustusliikkeet","60.2102866","25.0615535","Varikkotie 2,Helsinki","Isku Koti"
"Sisustusliikkeet","60.1690354","24.9469468","Aleksanterinkatu 11,Helsinki","Isku Koti"
"Sisustusliikkeet","60.278422","24.8218007","Martinkyläntie 47,Vantaa","Isku Koti"
"Sisustusliikkeet","60.2803982","25.08134","Porttisuontie 4,Vantaa","Isku Koti"
"Muut","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Isonkarhun kauppa"
"Urheilukaupat","60.2078673","25.1060959","Meripellontie 11 C,Helsinki","Itä-Helsingin pyörähuolto"
"Apteekit","60.2106394","25.0789283","Tallinnanaukio 4,Helsinki","itäkeskuksen apteekki"
"Kirjastot","60.2122116","25.0798424","Turunlinnantie 1,Helsinki","Itäkeskuksen kirjasto"
"Uimahallit","60.2126763","25.0769234","Olavinlinnantie 6,Helsinki","Itäkeskuksen uimahalli"
"Apteekit","60.2075833","25.0811307","Asiakkaankatu 11 B,Helsinki","itäväylän apteekki"
"Autoliikkeet","60.2839225","25.0258211587716","Aamuruskontie 6,Helsinki","J. Rinta-Jouppi"
"Autoliikkeet","60.3520358","24.8040782","Kistolantie 3,Vantaa","J. Rinta-Jouppi"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Jack & Jones"
"Vaatekaupat","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Jack & Jones Forum"
"Apteekit","60.261145","25.0760622","Jakomäenkuja 4,Helsinki","Jakomäen apteekki"
"",NA,NA,"Korholantie 3,Helsinki","Jandec"
"Apteekit","60.1587845","24.9212065","Tyynenmerenkatu 3,Helsinki","Jätkäsaaren apteekki"
"Sisustusliikkeet","60.16909","24.9568495","Mariankatu 21,Helsinki","Jean Vernet"
"Lastenliikkeet","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","Jesper Junior"
"Lastenliikkeet","60.2035124","24.6590606","Siltakatu 11,Espoo","Jesper Junior"
"Lastenliikkeet","60.1694564","24.9385667","Mannerheimintie 20,Helsinki","Jesper Junior"
"Lastenliikkeet","60.2092277","25.0763207","Itäkatu 1-5,Helsinki","Jesper Junior"
"Lastenliikkeet","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","Jesper Junior"
"Lastenliikkeet",NA,NA,"Iskoskuja 3 C 125,Vantaa","Jesper Junior"
"Sisustusliikkeet","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Jia"
"Kahvilat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","JohtoCafe"
"Kukkakaupat","60.1916307","24.912036","Mannerheimintie 20 A,Helsinki","Jorin Tori"
"Apteekit","60.1674018","24.9237085","Lapinlahdenkatu 1,Helsinki","Joutsen apteekki"
"Rautakaupat","60.2329544","24.931908","Pakilantie 14,Helsinki","JR-Rauta Oy"
"","60.2575633","24.7163548","Koskelontie 25 C,Espoo","Juhlamaailma / Ilmapallokeskus"
"Vaatekaupat","60.1694465","24.932871","Urho Kekkosen katu 1,Helsinki","Jungle Bubble"
"Sisustusliikkeet","60.2197141","24.6644446","Espoontie 25,Espoo","Jysk"
"Sisustusliikkeet","60.1589357","24.6928194","Martinsillantie 10,Espoo","Jysk"
"Sisustusliikkeet","60.2140985","25.0807057","Kastelholmantie 2,Helsinki","Jysk"
"Sisustusliikkeet","60.2102866","25.0615535","Varikkotie 2,Helsinki","Jysk"
"Sisustusliikkeet","60.276784","24.8183452","Riihitontuntie 1,Vantaa","Jysk"
"Sisustusliikkeet","60.2863217","24.9747724","Valimotie 18,Vantaa","Jysk"
"Sisustusliikkeet","60.2803982","25.08134","Porttisuontie 4,Vantaa","Jysk"
"Ruokakaupat","60.1832976","24.7943964","Louhentie 2,Espoo","K-market"
"Ruokakaupat","60.1544739","24.6348817","Merivalkama 2,Espoo","K-market"
"Ruokakaupat","60.1485693","24.6914143","Iivisniemenkatu 3,Espoo","K-market"
"Ruokakaupat","60.1619911","24.7859342","Toppelundinportti 3,Espoo","K-market"
"Ruokakaupat","60.2296984","24.7159816","Lippajärventie 29-31,Espoo","K-market"
"Ruokakaupat","60.2056078","24.6555669","Virastopiha 1,Espoo","K-market"
"Ruokakaupat","60.2007097","24.6700876","Sokinsuontie 4,Espoo","K-market"
"Ruokakaupat","60.1560293","24.6768562","Martinsillantie 2 B,Espoo","K-market"
"Ruokakaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","K-market"
"Ruokakaupat","60.1635142","24.9210694","Itämerenkatu 14,Helsinki","K-market"
"Ruokakaupat","60.1975597","24.9000614","Mannerheimintie 160,Helsinki","K-market"
"Ruokakaupat","60.21697925","24.9000668021977","Tunnelitie 3-5,Helsinki","K-market"
"Ruokakaupat","60.2417405","24.8862773","Vanhaistentie 3,Helsinki","K-market"
"Ruokakaupat","60.2391024","24.8750429","Klaneettitie 7,Helsinki","K-market"
"Ruokakaupat","60.1673967","24.9622074","Satamakatu 3,Helsinki","K-market"
"Ruokakaupat","60.2746129","24.9898794","Jousimiehentie 3,Helsinki","K-market"
"Ruokakaupat","60.2159652","24.958086","Käpyläntie 8,Helsinki","K-market"
"Ruokakaupat","60.2443004","24.8988781","Kaarelantie 14,Helsinki","K-market"
"Ruokakaupat","60.2053086","25.1558151","Leikosaarentie 48,Helsinki","K-market"
"Ruokakaupat","60.199217","24.9420976","Asemapäällikönkatu 3,Helsinki","K-market"
"Ruokakaupat","60.2749894","25.0345772","Maatullinaukio 1,Helsinki","K-market"
"Ruokakaupat","60.2585567","24.9945292","Kirkonkyläntie 47,Helsinki","K-market"
"Ruokakaupat","60.194838","24.8919988","Paciuksenkatu 25,Helsinki","K-market"
"Ruokakaupat","60.2438015","24.9937615","Eskolantie 2,Helsinki","K-market"
"Ruokakaupat","60.1876662","24.9631396","Hämeentie 31,Helsinki","K-market"
"Ruokakaupat","60.1971487","24.9278577","Esterinportti 2,Helsinki","K-market"
"Ruokakaupat","60.1617163","24.9370491","Iso Roobertinkatu 20-22,Helsinki","K-market"
"Ruokakaupat","60.179557","24.9608448","Haapaniemenkatu 14,Helsinki","K-market"
"Ruokakaupat","60.1875733","24.918532","Mannerheimintie 94,Helsinki","K-market"
"Ruokakaupat","60.1793389","24.9253451","Tykistönkatu 7,Helsinki","K-market"
"Ruokakaupat","60.162759","24.9354623","Albertinkatu 15,Helsinki","K-market"
"Ruokakaupat","60.2696863","25.0720093","Vanha Porvoontie 32,Helsinki","K-market"
"Ruokakaupat",NA,NA,"Puistolantori 1,Helsinki","K-market"
"Ruokakaupat","60.23782275","24.8889231505095","Laulukuja 2,Helsinki","K-market"
"Ruokakaupat","60.1602447","24.9190387","Välimerenkatu 5,Helsinki","K-market"
"Ruokakaupat","60.1717712","24.9571242","Rauhankatu 9,Helsinki","K-market"
"Ruokakaupat","60.2344348","24.9666664","Siltavoudintie 19,Helsinki","K-market"
"Ruokakaupat","60.1742073","24.9540393","Liisankatu 19,Helsinki","K-market"
"Ruokakaupat","60.2258397","24.8951557","Aino Ackten tie 8,Helsinki","K-market"
"Ruokakaupat",NA,NA,"Asematunneli 1,Helsinki","K-market"
"Ruokakaupat","60.1576697","24.9497538","Pietarinkatu 5,Helsinki","K-market"
"Ruokakaupat","60.18048955","25.051655580288","Kuvernöörintie 6,Helsinki","K-market"
"Ruokakaupat","60.1607396","24.9294523","Hietalahdenranta 6,Helsinki","K-market"
"Ruokakaupat","60.3008609","25.0404405","Kielotie 29,Vantaa","K-market"
"Ruokakaupat","60.3418628","25.0954809","Marsinrinne 8,Vantaa","K-market"
"Ruokakaupat","60.3031572","25.0466877","Haarikkotie 1,Vantaa","K-market"
"Ruokakaupat","60.3250369","25.0207845","Nietostie 19,Vantaa","K-market"
"Ruokakaupat","60.2653819","25.1024841","Koivumäentie 20,Vantaa","K-market"
"Ruokakaupat","60.284104","24.8720513278717","Naapurinkuja 2,Vantaa","K-market"
"Ruokakaupat","60.2977235","25.1122098","Itäinen Valkoisenlähteentie 19,Vantaa","K-market"
"Ruokakaupat","60.3182709","25.0598305","Halmekuja 1,Vantaa","K-market"
"Ruokakaupat","60.2698912","24.8527183","Uomatie 15,Vantaa","K-market"
"Ruokakaupat","60.3090322","24.8917452","Tikkurilantie 46,Vantaa","K-market"
"Ruokakaupat","60.330562","25.0734326","Rekolantie 53-55,Vantaa","K-market"
"Ruokakaupat","60.1601308","24.8799496","Otavantie 14,Vantaa","K-market"
"Ruokakaupat","60.2046872","24.7673044","Sinikalliontie 1,Espoo","K-Supermarket"
"Ruokakaupat","60.2215398","24.8130236","Konstaapelinkatu 4,Espoo","K-Supermarket"
"Ruokakaupat","60.2167068","24.7821647928768","Kilonpuistonkatu 14,Espoo","K-supermarket"
"Ruokakaupat","60.2404625","24.6998622","Kylänportti 16,Espoo","K-supermarket"
"Ruokakaupat","60.1420248","24.6701834","Soukantie 16,Espoo","K-supermarket"
"Ruokakaupat","60.2042513","24.6570452","Kamreerintie 3,Espoo","K-supermarket"
"Ruokakaupat","60.1803689","24.6778054318922","Malminkorpi 2,Espoo","K-supermarket"
"Ruokakaupat","60.1802954","24.9512671","Hämeentie 111,Helsinki","K-Supermarket"
"Ruokakaupat","60.1944775","25.026632061488","Hiihtäjäntie 2,Helsinki","K-Supermarket"
"Ruokakaupat","60.2356175","25.0819142","Keinulaudankuja 4,Helsinki","K-Supermarket"
"Ruokakaupat","60.1801784","25.0529845","Yliskyläntie 3,Helsinki","K-Supermarket"
"Ruokakaupat","60.1540228","24.8827205","Kiviaidankatu 2,Helsinki","K-Supermarket"
"Ruokakaupat","60.238096","25.1105807","Pallaksentie 2,Helsinki","K-Supermarket"
"Ruokakaupat","60.2060944","24.8782475","Raumantie 1,Helsinki","K-Supermarket"
"Ruokakaupat","60.2267213","24.955587","Mäkitorpantie 1,Helsinki","K-Supermarket"
"Ruokakaupat","60.2244486","25.0739323","Kiviparintie 2,Helsinki","K-Supermarket"
"Ruokakaupat","60.1712706","24.9478421","Kaisaniemenkatu 5,Helsinki","K-supermarket"
"Ruokakaupat","60.2560518","24.9500026","Haastemiehentie 1,Helsinki","K-supermarket"
"Ruokakaupat","60.22733335","24.9039124982732","Eliel Saarisen tie 5,Helsinki","K-supermarket"
"Ruokakaupat","60.1694465","24.932871","Urho Kekkosen katu 1 A 24,Helsinki","K-supermarket"
"Ruokakaupat","60.2390251","24.8499253","Ajomiehentie 1,Helsinki","K-supermarket"
"Ruokakaupat","60.2937523","25.031647","Peltolantie 1,Vantaa","K-Supermarket"
"Ruokakaupat","60.34613555","25.1331353256628","Paarmatie 2,Vantaa","K-Supermarket"
"Ruokakaupat","60.2662611","24.8095148","Ulkoniitynkuja 4,Vantaa","K-Supermarket"
"Ruokakaupat","60.2710281","24.804991","Ainontie 1,Vantaa","K-Supermarket"
"Ruokakaupat","60.2620896","24.8044492","Lammaslammentie 9,Vantaa","K-supermarket"
"Ruokakaupat","60.3503301","25.0792257","Minkkikuja 4,Vantaa","K-supermarket"
"Ruokakaupat","60.2677583","24.8609942","Louhelantie 3,Vantaa","K-supermarket"
"Ruokakaupat","60.2811397","24.8448950981687","Laajavuorenkuja 2,Vantaa","K-supermarket"
"Ruokakaupat","60.2882924","24.9989496","Kuriiritie 23-25,Vantaa","K-supermarket"
"Ruokakaupat","60.2780592","25.1056613","Laukkarinne 4,Vantaa","K-supermarket"
"Ruokakaupat","60.1620733","24.7375304","Piispansilta 11,Espoo","K-citymarket"
"Ruokakaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","K-citymarket"
"Ruokakaupat","60.209656","25.0852176","Kauppakartanonkatu 3,Helsinki","K-citymarket"
"Ruokakaupat","60.2521222","25.0141318","Malminkaari 19,Helsinki","K-citymarket"
"Ruokakaupat","60.1635142","24.9210694","Itämerenkatu 21-23,Helsinki","K-citymarket"
"Ruokakaupat","60.2076858","25.1457537","Tyynylaavantie 5,Helsinki","K-citymarket"
"Ruokakaupat","60.2925143","24.9619895","Vantaanportinkatu 3,Vantaa","K-citymarket"
"Ruokakaupat","60.2608563","24.8543158","Iskoskuja 3,Vantaa","K-citymarket"
"Ruokakaupat",NA,NA,"kantsuntie 3,Vantaa","K-citymarket Kauppakeskus Kantsu"
"Ruokakaupat","60.1667068","24.9334857","Fredrikinkatu 40,Helsinki","K-extra"
"Ruokakaupat","60.1612648","24.8596019","Isokaari 42,Helsinki","K-extra"
"Ruokakaupat","60.1611941","24.8904057","Lauttasaarentie 5,Helsinki","K-extra"
"Ruokakaupat","60.23437485","24.9546142785817","Hirsipadontie 8,Helsinki","K-extra"
"Ruokakaupat","60.30132","24.8563145","Vantaanrinne 14,Vantaa","K-extra"
"Ruokakaupat","60.3161116","24.9992897","Simonkyläntie 11,Vantaa","K-extra"
"Ruokakaupat","60.1832976","24.7943964","Louhentie 2,Espoo","K-market"
"Ruokakaupat","60.1544739","24.6348817","Merivalkama 2,Espoo","K-market"
"Ruokakaupat","60.1485693","24.6914143","Iivisniemenkatu 3,Espoo","K-market"
"Ruokakaupat","60.1619911","24.7859342","Toppelundinportti 3,Espoo","K-market"
"Ruokakaupat","60.2296984","24.7159816","Lippajärventie 29-31,Espoo","K-market"
"Ruokakaupat","60.2056078","24.6555669","Virastopiha 1,Espoo","K-market"
"Ruokakaupat","60.2007097","24.6700876","Sokinsuontie 4,Espoo","K-market"
"Ruokakaupat","60.1560293","24.6768562","Martinsillantie 2 B,Espoo","K-market"
"Ruokakaupat","60.2188216","24.8128941","Leppävaarankatu 3-9,Espoo","K-market"
"Ruokakaupat","60.1635142","24.9210694","Itämerenkatu 14,Helsinki","K-market"
"Ruokakaupat","60.1975597","24.9000614","Mannerheimintie 160,Helsinki","K-market"
"Ruokakaupat","60.21697925","24.9000668021977","Tunnelitie 3-5,Helsinki","K-market"
"Ruokakaupat","60.2417405","24.8862773","Vanhaistentie 3,Helsinki","K-market"
"Ruokakaupat","60.2391024","24.8750429","Klaneettitie 7,Helsinki","K-market"
"Ruokakaupat","60.1673967","24.9622074","Satamakatu 3,Helsinki","K-market"
"Ruokakaupat","60.2746129","24.9898794","Jousimiehentie 3,Helsinki","K-market"
"Ruokakaupat","60.2159652","24.958086","Käpyläntie 8,Helsinki","K-market"
"Ruokakaupat","60.2443004","24.8988781","Kaarelantie 14,Helsinki","K-market"
"Ruokakaupat","60.2053086","25.1558151","Leikosaarentie 48,Helsinki","K-market"
"Ruokakaupat","60.199217","24.9420976","Asemapäällikönkatu 3,Helsinki","K-market"
"Ruokakaupat","60.2749894","25.0345772","Maatullinaukio 1,Helsinki","K-market"
"Ruokakaupat","60.2585567","24.9945292","Kirkonkyläntie 47,Helsinki","K-market"
"Ruokakaupat","60.194838","24.8919988","Paciuksenkatu 25,Helsinki","K-market"
"Ruokakaupat","60.2438015","24.9937615","Eskolantie 2,Helsinki","K-market"
"Ruokakaupat","60.1876662","24.9631396","Hämeentie 31,Helsinki","K-market"
"Ruokakaupat","60.1971487","24.9278577","Esterinportti 2,Helsinki","K-market"
"Ruokakaupat","60.1617163","24.9370491","Iso Roobertinkatu 20-22,Helsinki","K-market"
"Ruokakaupat","60.179557","24.9608448","Haapaniemenkatu 14,Helsinki","K-market"
"Ruokakaupat","60.1875733","24.918532","Mannerheimintie 94,Helsinki","K-market"
"Ruokakaupat","60.1793389","24.9253451","Tykistönkatu 7,Helsinki","K-market"
"Ruokakaupat","60.162759","24.9354623","Albertinkatu 15,Helsinki","K-market"
"Ruokakaupat","60.2696863","25.0720093","Vanha Porvoontie 32,Helsinki","K-market"
"Ruokakaupat",NA,NA,"Puistolantori 1,Helsinki","K-market"
"Ruokakaupat","60.23782275","24.8889231505095","Laulukuja 2,Helsinki","K-market"
"Ruokakaupat","60.1602447","24.9190387","Välimerenkatu 5,Helsinki","K-market"
"Ruokakaupat","60.1717712","24.9571242","Rauhankatu 9,Helsinki","K-market"
"Ruokakaupat","60.2344348","24.9666664","Siltavoudintie 19,Helsinki","K-market"
"Ruokakaupat","60.1742073","24.9540393","Liisankatu 19,Helsinki","K-market"
"Ruokakaupat","60.2258397","24.8951557","Aino Ackten tie 8,Helsinki","K-market"
"Ruokakaupat",NA,NA,"Asematunneli 1,Helsinki","K-market"
"Ruokakaupat","60.1576697","24.9497538","Pietarinkatu 5,Helsinki","K-market"
