"Vuosi","Postinumero","Keskiarvo","Lukumäärä"
2005,"00100",3610,475
2005,"00120",3943,218
2005,"00130",4047,56
2005,"00140",4201,283
2005,"00150",3875,398
2005,"00160",4040,61
2005,"00170",3666,197
2005,"00180",3697,251
2005,"00190",NA,NA
2005,"00200",2973,652
2005,"00210",3298,170
2005,"00240",NA,1
2005,"00250",3473,402
2005,"00260",3644,208
2005,"00270",3177,260
2005,"00280",3059,79
2005,"00290",NA,2
2005,"00300",2671,17
2005,"00310",2573,32
2005,"00320",2736,429
2005,"00330",3260,244
2005,"00340",2974,31
2005,"00350",2667,255
2005,"00360",2369,73
2005,"00370",2473,151
2005,"00380",NA,NA
2005,"00390",2181,110
2005,"00400",2321,274
2005,"00410",1989,20
2005,"00420",2001,245
2005,"00430",2433,29
2005,"00440",2487,109
2005,"00500",2893,668
2005,"00510",2762,477
2005,"00520",2566,144
2005,"00530",2972,700
2005,"00540",NA,NA
2005,"00550",2809,305
2005,"00560",2900,87
2005,"00570",3005,99
2005,"00580",NA,NA
2005,"00590",NA,NA
2005,"00600",2058,29
2005,"00610",2619,204
2005,"00620",2182,76
2005,"00630",2088,131
2005,"00640",2187,208
2005,"00650",2420,35
2005,"00660",2672,86
2005,"00670",2722,74
2005,"00680",2486,39
2005,"00690",NA,3
2005,"00700",2204,138
2005,"00710",1772,222
2005,"00720",2114,142
2005,"00730",2281,122
2005,"00740",1923,97
2005,"00750",1914,108
2005,"00760",2129,91
2005,"00770",1576,51
2005,"00780",2395,92
2005,"00790",2892,36
2005,"00800",2465,139
2005,"00810",2725,68
2005,"00820",2001,208
2005,"00830",2823,45
2005,"00840",2204,247
2005,"00850",3189,14
2005,"00870",2091,40
2005,"00900",2024,83
2005,"00910",2054,155
2005,"00920",1674,146
2005,"00930",2386,54
2005,"00940",1735,340
2005,"00950",2532,42
2005,"00960",1835,244
2005,"00970",1893,175
2005,"00980",2175,219
2005,"00990",3109,104
2005,"01120",NA,NA
2005,"01150",1857,23
2005,"01180",NA,NA
2005,"01200",1583,154
2005,"01230",1991,79
2005,"01260",2028,30
2005,"01280",1830,204
2005,"01300",2162,418
2005,"01350",1826,186
2005,"01360",1495,317
2005,"01370",2003,96
2005,"01380",2035,17
2005,"01390",2174,102
2005,"01400",1961,36
2005,"01420",2001,10
2005,"01450",1879,276
2005,"01480",1510,141
2005,"01490",1746,16
2005,"01510",2282,10
2005,"01520",2561,44
2005,"01600",1905,423
2005,"01610",1749,150
2005,"01620",1717,290
2005,"01630",2327,42
2005,"01640",2038,15
2005,"01650",1633,94
2005,"01660",2006,34
2005,"01670",2096,60
2005,"01680",1991,10
2005,"01690",2500,29
2005,"01700",NA,2
2005,"01710",1878,225
2005,"01720",NA,1
2005,"01730",1544,45
2005,"01750",NA,NA
2005,"01760",NA,1
2005,"01800",1833,163
2005,"01820",1909,65
2005,"01830",NA,3
2005,"01840",NA,NA
2005,"01860",NA,1
2005,"01900",1652,85
2005,"01940",NA,NA
2005,"02100",2698,118
2005,"02110",2612,99
2005,"02120",2547,105
2005,"02130",2497,152
2005,"02140",2354,48
2005,"02150",2395,9
2005,"02160",3135,47
2005,"02170",2829,137
2005,"02180",2584,118
2005,"02200",2387,150
2005,"02210",2158,298
2005,"02230",2209,432
2005,"02240",2191,12
2005,"02260",2137,84
2005,"02270",2421,32
2005,"02280",2420,73
2005,"02300",2598,24
2005,"02320",2120,430
2005,"02330",2436,40
2005,"02340",2345,138
2005,"02360",1931,224
2005,"02380",NA,NA
2005,"02400",1743,133
2005,"02410",1311,87
2005,"02420",1441,10
2005,"02430",1928,69
2005,"02450",NA,NA
2005,"02460",1420,31
2005,"02480",NA,NA
2005,"02540",NA,NA
2005,"02550",NA,1
2005,"02570",1144,7
2005,"02580",1690,22
2005,"02600",2333,141
2005,"02610",2674,68
2005,"02620",1994,108
2005,"02630",2151,68
2005,"02650",2262,302
2005,"02660",2355,27
2005,"02680",NA,4
2005,"02700",2775,141
2005,"02710",1991,150
2005,"02720",1984,62
2005,"02730",2361,40
2005,"02740",NA,NA
2005,"02750",2402,51
2005,"02760",1966,236
2005,"02770",1979,131
2005,"02780",1809,32
2005,"02810",NA,2
2005,"02820",NA,NA
2005,"02860",NA,NA
2005,"02880",1804,75
2005,"02920",2193,12
2005,"02940",2354,168
2005,"02970",2157,21
2005,"03100",1680,278
2005,"03150",NA,NA
2005,"03250",1646,13
2005,"03300",NA,NA
2005,"03320",NA,NA
2005,"03400",1542,65
2005,"03600",1253,72
2005,"03620",1224,18
2005,"03810",NA,1
2005,"03850",NA,4
2005,"04130",2026,100
2005,"04200",1682,247
2005,"04220",1730,29
2005,"04230",1686,143
2005,"04240",NA,1
2005,"04250",1716,57
2005,"04260",1602,113
2005,"04300",1829,152
2005,"04310",2019,27
2005,"04320",1612,136
2005,"04330",2063,21
2005,"04340",1429,46
2005,"04350",NA,NA
2005,"04360",NA,NA
2005,"04390",NA,NA
2005,"04400",1792,562
2005,"04410",NA,NA
2005,"04420",1902,101
2005,"04430",2002,148
2005,"04440",1463,85
2005,"04460",1953,12
2005,"04480",NA,NA
2005,"04500",1567,35
2005,"04600",1521,150
2005,"04620",NA,NA
2005,"04660",NA,2
2005,"04840",NA,NA
2005,"04920",NA,NA
2005,"05100",1459,11
2005,"05200",1465,51
2005,"05400",1467,50
2005,"05430",NA,NA
2005,"05450",NA,NA
2005,"05460",1584,94
2005,"05510",NA,1
2005,"05620",NA,NA
2005,"05720",NA,NA
2005,"05800",1533,309
2005,"05810",NA,NA
2005,"05820",1416,49
2005,"05830",1598,155
2005,"05840",1457,97
2005,"05860",1311,16
2005,"05880",1278,42
2005,"05900",1463,92
2005,"06100",1962,302
2005,"06150",1662,69
2005,"06200",NA,2
2005,"06400",1492,87
2005,"06450",1635,33
2005,"06500",NA,NA
2005,"06530",1802,6
2005,"06650",1752,10
2005,"06750",NA,1
2005,"07110",NA,NA
2005,"07150",NA,NA
2005,"07170",1472,10
2005,"07190",NA,NA
2005,"07230",1416,11
2005,"07500",NA,NA
2005,"07510",NA,NA
2005,"07550",NA,NA
2005,"07560",NA,4
2005,"07600",NA,NA
2005,"07700",1282,7
2005,"07750",898,7
2005,"07800",NA,NA
2005,"07820",NA,1
2005,"07830",NA,NA
2005,"07880",NA,1
2005,"07890",NA,NA
2005,"07900",1044,56
2005,"07910",600,25
2005,"07920",1120,21
2005,"07930",NA,1
2005,"07940",749,28
2005,"07955",NA,1
2005,"07970",NA,1
2005,"07990",NA,1
2005,"08100",1677,170
2005,"08150",1658,33
2005,"08200",1368,66
2005,"08350",1305,42
2005,"08450",NA,1
2005,"08500",1611,103
2005,"08680",1608,11
2005,"08700",1348,76
2005,"08800",1532,6
2005,"09120",NA,5
2005,"09220",NA,2
2005,"09430",1350,10
2005,"09630",NA,NA
2005,"09810",NA,4
2005,"10210",1126,30
2005,"10300",1258,64
2005,"10320",981,9
2005,"10330",1212,6
2005,"10360",NA,1
2005,"10410",NA,1
2005,"10420",NA,5
2005,"10440",NA,3
2005,"10470",NA,NA
2005,"10520",NA,3
2005,"10570",NA,NA
2005,"10600",1711,83
2005,"10620",NA,3
2005,"10640",1652,10
2005,"10650",1334,21
2005,"10660",NA,3
2005,"10680",NA,NA
2005,"10710",NA,NA
2005,"10820",708,7
2005,"10900",1139,80
2005,"10940",1430,10
2005,"10960",1242,26
2005,"11100",1312,243
2005,"11120",1212,109
2005,"11130",903,114
2005,"11310",NA,1
2005,"11710",1394,21
2005,"11910",1339,22
2005,"12100",977,28
2005,"12130",NA,1
2005,"12240",1000,16
2005,"12310",938,21
2005,"12380",NA,2
2005,"12400",1013,81
2005,"12520",NA,1
2005,"12540",1181,9
2005,"12600",861,10
2005,"12700",1159,16
2005,"13100",1666,337
2005,"13110",NA,3
2005,"13130",1536,166
2005,"13200",1577,41
2005,"13210",1395,171
2005,"13220",1689,11
2005,"13250",982,21
2005,"13270",NA,3
2005,"13300",1422,41
2005,"13330",NA,1
2005,"13430",1467,6
2005,"13500",1360,163
2005,"13600",1224,89
2005,"13700",NA,NA
2005,"13720",1347,40
2005,"13800",1343,21
2005,"13880",1373,14
2005,"13900",NA,1
2005,"14200",1056,97
2005,"14300",906,9
2005,"14500",905,14
2005,"14610",NA,3
2005,"14680",NA,NA
2005,"14700",1027,9
2005,"14770",NA,2
2005,"14820",NA,5
2005,"14870",NA,NA
2005,"14960",NA,NA
2005,"15100",1573,139
2005,"15110",1695,129
2005,"15140",1642,336
2005,"15150",1339,159
2005,"15160",NA,NA
2005,"15170",1036,140
2005,"15200",1014,74
2005,"15210",1089,139
2005,"15230",948,29
2005,"15240",1026,171
2005,"15270",NA,1
2005,"15300",1055,49
2005,"15320",1441,7
2005,"15340",1411,13
2005,"15500",1011,116
2005,"15520",1169,100
2005,"15540",1230,37
2005,"15550",908,60
2005,"15560",870,55
2005,"15610",1281,27
2005,"15680",NA,NA
2005,"15700",1120,70
2005,"15800",1116,87
2005,"15810",1201,13
2005,"15830",1062,114
2005,"15840",1163,48
2005,"15850",1582,6
2005,"15860",1069,80
2005,"15870",1403,80
2005,"15880",1144,72
2005,"15900",1628,20
2005,"15950",1272,108
2005,"16100",686,16
2005,"16200",694,11
2005,"16300",985,137
2005,"16320",NA,NA
2005,"16500",NA,2
2005,"16600",953,45
2005,"16610",NA,2
2005,"16670",NA,2
2005,"16710",NA,3
2005,"16800",891,12
2005,"16900",821,43
2005,"17110",NA,NA
2005,"17130",NA,2
2005,"17200",1066,87
2005,"17240",NA,1
2005,"17500",862,15
2005,"17610",NA,NA
2005,"17800",768,18
2005,"18100",1210,171
2005,"18120",1108,8
2005,"18130",837,41
2005,"18150",911,37
2005,"18200",738,47
2005,"18300",818,23
2005,"18600",NA,1
2005,"19110",NA,2
2005,"19120",NA,1
2005,"19160",NA,NA
2005,"19210",NA,NA
2005,"19260",NA,1
2005,"19410",639,6
2005,"19420",NA,NA
2005,"19430",587,8
2005,"19470",NA,NA
2005,"19540",NA,NA
2005,"19600",720,16
2005,"19650",792,38
2005,"19670",NA,NA
2005,"19700",796,24
2005,"19910",NA,4
2005,"19950",NA,NA
2005,"20100",1918,836
2005,"20200",1418,97
2005,"20210",975,71
2005,"20240",829,88
2005,"20250",NA,3
2005,"20300",1332,135
2005,"20320",1325,368
2005,"20360",1033,267
2005,"20380",1556,18
2005,"20400",1521,7
2005,"20460",920,84
2005,"20500",1942,207
2005,"20520",1851,63
2005,"20540",1336,265
2005,"20610",1021,318
2005,"20660",1749,47
2005,"20700",2014,158
2005,"20720",1453,146
2005,"20740",1385,217
2005,"20750",915,124
2005,"20760",1289,59
2005,"20780",1365,212
2005,"20810",1795,416
2005,"20880",1472,140
2005,"20900",1902,67
2005,"20960",NA,NA
2005,"21100",1495,152
2005,"21110",1359,135
2005,"21120",NA,3
2005,"21140",931,9
2005,"21160",1377,8
2005,"21195",NA,1
2005,"21200",1166,272
2005,"21210",1220,45
2005,"21220",1141,23
2005,"21230",1019,6
2005,"21240",NA,2
2005,"21250",1293,68
2005,"21260",1180,44
2005,"21270",982,23
2005,"21280",1749,24
2005,"21290",1437,16
2005,"21310",1156,12
2005,"21330",1074,6
2005,"21350",NA,5
2005,"21360",1146,10
2005,"21370",NA,2
2005,"21380",1080,46
2005,"21410",NA,3
2005,"21420",1221,60
2005,"21430",NA,1
2005,"21450",802,8
2005,"21490",812,9
2005,"21500",1198,60
2005,"21530",971,88
2005,"21540",NA,4
2005,"21560",NA,1
2005,"21570",970,15
2005,"21590",NA,NA
2005,"21600",1084,88
2005,"21610",NA,NA
2005,"21620",1443,13
2005,"21630",NA,1
2005,"21650",NA,NA
2005,"21660",889,6
2005,"21710",NA,4
2005,"21760",NA,1
2005,"21800",765,18
2005,"21820",NA,3
2005,"21860",NA,1
2005,"21870",901,13
2005,"21880",NA,3
2005,"21900",777,9
2005,"21930",NA,1
2005,"23100",1034,39
2005,"23120",NA,3
2005,"23140",NA,NA
2005,"23200",643,9
2005,"23210",NA,NA
2005,"23260",NA,NA
2005,"23310",773,8
2005,"23360",NA,1
2005,"23450",NA,5
2005,"23500",712,228
2005,"23600",786,7
2005,"23800",783,95
2005,"23930",NA,1
2005,"23950",NA,3
2005,"24100",1177,308
2005,"24130",1117,39
2005,"24240",1079,81
2005,"24260",1086,112
2005,"24280",1212,77
2005,"24800",1089,112
2005,"24910",NA,1
2005,"25110",NA,2
2005,"25130",887,6
2005,"25160",NA,1
2005,"25190",649,13
2005,"25210",NA,NA
2005,"25230",NA,2
2005,"25240",NA,NA
2005,"25250",979,9
2005,"25260",NA,2
2005,"25320",NA,2
2005,"25330",NA,2
2005,"25340",NA,1
2005,"25360",889,13
2005,"25370",NA,NA
2005,"25380",NA,3
2005,"25390",502,8
2005,"25410",720,7
2005,"25460",740,9
2005,"25470",NA,NA
2005,"25500",987,29
2005,"25520",NA,3
2005,"25550",NA,1
2005,"25570",NA,5
2005,"25630",NA,1
2005,"25640",NA,NA
2005,"25660",NA,2
2005,"25700",923,12
2005,"25830",NA,1
2005,"25860",NA,4
2005,"25870",NA,2
2005,"25900",807,17
2005,"26100",1243,317
2005,"26200",1268,102
2005,"26410",NA,NA
2005,"26510",873,8
2005,"26660",1092,129
2005,"26720",NA,NA
2005,"26820",960,22
2005,"26840",1174,9
2005,"27100",1039,13
2005,"27150",NA,5
2005,"27230",893,13
2005,"27310",NA,3
2005,"27320",NA,2
2005,"27400",NA,2
2005,"27430",NA,2
2005,"27450",NA,1
2005,"27500",1047,26
2005,"27510",871,42
2005,"27600",NA,4
2005,"27640",NA,1
2005,"27650",NA,NA
2005,"27670",NA,NA
2005,"27710",605,9
2005,"27730",NA,NA
2005,"27750",NA,NA
2005,"27800",1075,10
2005,"27820",NA,4
2005,"27840",NA,1
2005,"27860",NA,NA
2005,"27910",NA,2
2005,"27920",NA,NA
2005,"28100",1403,386
2005,"28120",1128,80
2005,"28130",1179,135
2005,"28190",806,66
2005,"28200",1052,61
2005,"28220",1016,34
2005,"28240",NA,NA
2005,"28260",NA,1
2005,"28300",1224,48
2005,"28330",920,38
2005,"28360",1139,84
2005,"28370",657,98
2005,"28400",1045,82
2005,"28430",1179,27
2005,"28450",885,31
2005,"28500",1058,29
2005,"28540",NA,4
2005,"28580",NA,NA
2005,"28600",1066,39
2005,"28610",1171,64
2005,"28660",1130,54
2005,"28760",872,17
2005,"28800",612,34
2005,"28840",431,8
2005,"28880",NA,NA
2005,"28900",NA,NA
2005,"29100",NA,4
2005,"29200",717,98
2005,"29250",832,18
2005,"29310",NA,NA
2005,"29320",NA,1
2005,"29340",NA,2
2005,"29600",881,30
2005,"29630",NA,4
2005,"29700",NA,NA
2005,"29810",NA,4
2005,"29880",NA,NA
2005,"29900",NA,4
2005,"30100",1044,185
2005,"30300",746,50
2005,"30420",973,84
2005,"31110",NA,NA
2005,"31130",NA,1
2005,"31160",NA,5
2005,"31300",1041,35
2005,"31400",856,71
2005,"31470",NA,3
2005,"31500",667,16
2005,"31600",951,21
2005,"31610",NA,2
2005,"31620",NA,NA
2005,"31630",NA,NA
2005,"31640",620,15
2005,"31700",676,8
2005,"31720",NA,1
2005,"31760",915,11
2005,"31900",608,16
2005,"32100",819,7
2005,"32200",944,103
2005,"32210",659,27
2005,"32250",NA,NA
2005,"32270",NA,NA
2005,"32300",NA,4
2005,"32410",NA,NA
2005,"32440",589,6
2005,"32500",NA,4
2005,"32560",NA,NA
2005,"32610",713,8
2005,"32620",NA,NA
2005,"32700",981,83
2005,"32730",NA,2
2005,"32740",669,24
2005,"32800",729,46
2005,"32810",666,10
2005,"32910",NA,NA
2005,"32920",NA,1
2005,"33100",2023,437
2005,"33180",3032,6
2005,"33200",2294,300
2005,"33210",2116,163
2005,"33230",2139,217
2005,"33240",1924,61
2005,"33250",1895,59
2005,"33270",1853,177
2005,"33300",1468,112
2005,"33310",1137,152
2005,"33330",1230,45
2005,"33340",1580,82
2005,"33400",1681,88
2005,"33410",1245,148
2005,"33420",1374,21
2005,"33430",1454,51
2005,"33450",1548,36
2005,"33470",1424,89
2005,"33480",1429,66
2005,"33500",2046,318
2005,"33520",1482,46
2005,"33530",1707,81
2005,"33540",1862,296
2005,"33560",1563,154
2005,"33580",1793,207
2005,"33610",1758,92
2005,"33680",NA,2
2005,"33700",1855,57
2005,"33710",1487,326
2005,"33720",1308,471
2005,"33730",1688,51
2005,"33800",1244,125
2005,"33820",1603,166
2005,"33840",1290,100
2005,"33850",1103,61
2005,"33880",1129,65
2005,"33900",1676,163
2005,"33920",NA,1
2005,"33950",1462,68
2005,"33960",1543,118
2005,"33980",NA,NA
2005,"34130",1240,12
2005,"34140",NA,NA
2005,"34240",NA,3
2005,"34260",NA,3
2005,"34300",803,10
2005,"34450",NA,NA
2005,"34600",723,24
2005,"34800",747,39
2005,"34870",NA,1
2005,"35100",1003,24
2005,"35220",NA,3
2005,"35300",929,76
2005,"35320",NA,NA
2005,"35400",NA,5
2005,"35500",700,6
2005,"35530",NA,1
2005,"35540",NA,2
2005,"35600",447,9
2005,"35630",NA,NA
2005,"35700",558,29
2005,"35800",566,73
2005,"35820",500,27
2005,"35990",NA,5
2005,"36100",NA,2
2005,"36110",1514,28
2005,"36200",1371,117
2005,"36220",1220,84
2005,"36240",1448,86
2005,"36270",1320,19
2005,"36420",1064,9
2005,"36430",NA,2
2005,"36450",NA,NA
2005,"36600",1043,19
2005,"36720",NA,NA
2005,"36760",NA,4
2005,"36810",NA,NA
2005,"36840",NA,1
2005,"36910",NA,3
2005,"36930",NA,NA
2005,"37100",1249,153
2005,"37120",1203,152
2005,"37130",1333,46
2005,"37140",1318,19
2005,"37150",1262,65
2005,"37200",886,10
2005,"37240",643,35
2005,"37370",992,6
2005,"37420",NA,2
2005,"37470",1174,7
2005,"37500",1363,86
2005,"37550",1387,29
2005,"37560",1404,23
2005,"37600",1003,200
2005,"37630",1009,126
2005,"37700",NA,NA
2005,"37800",999,108
2005,"37830",962,51
2005,"37850",NA,1
2005,"37860",NA,1
2005,"37900",NA,1
2005,"37910",880,6
2005,"38100",NA,NA
2005,"38200",1108,83
2005,"38210",789,42
2005,"38250",NA,2
2005,"38270",NA,NA
2005,"38300",588,8
2005,"38360",647,6
2005,"38420",NA,NA
2005,"38460",877,7
2005,"38510",621,6
2005,"38600",NA,5
2005,"38700",895,65
2005,"38710",846,28
2005,"38800",NA,4
2005,"38950",NA,3
2005,"39100",1164,28
2005,"39130",NA,4
2005,"39150",NA,NA
2005,"39160",1486,14
2005,"39200",1013,34
2005,"39310",NA,2
2005,"39340",NA,NA
2005,"39500",927,58
2005,"39700",720,51
2005,"39820",592,7
2005,"39930",NA,NA
2005,"40100",1823,357
2005,"40200",1733,118
2005,"40250",1413,115
2005,"40270",1411,167
2005,"40320",1315,95
2005,"40340",1008,118
2005,"40400",1313,85
2005,"40420",1226,89
2005,"40500",1689,36
2005,"40520",1651,181
2005,"40530",1413,32
2005,"40600",1510,41
2005,"40620",NA,NA
2005,"40630",1260,21
2005,"40640",1089,123
2005,"40700",1772,103
2005,"40720",1672,86
2005,"40740",1314,112
2005,"40800",1128,120
2005,"40820",844,21
2005,"40900",1206,34
2005,"40930",1101,17
2005,"40950",1292,62
2005,"41120",NA,1
2005,"41160",773,47
2005,"41180",NA,NA
2005,"41210",NA,NA
2005,"41230",NA,5
2005,"41270",NA,NA
2005,"41290",NA,NA
2005,"41310",1231,22
2005,"41330",996,19
2005,"41340",1106,62
2005,"41390",NA,1
2005,"41400",988,19
2005,"41490",NA,1
2005,"41500",735,6
2005,"41520",815,6
2005,"41530",NA,NA
2005,"41560",NA,NA
2005,"41580",NA,NA
2005,"41660",804,9
2005,"41710",NA,NA
2005,"41770",525,7
2005,"41800",930,22
2005,"41820",NA,1
2005,"41870",NA,NA
2005,"41900",1009,13
2005,"42100",1058,157
2005,"42220",NA,2
2005,"42300",771,41
2005,"42440",NA,2
2005,"42600",NA,4
2005,"42700",811,96
2005,"42800",NA,3
2005,"42850",NA,1
2005,"42910",NA,NA
2005,"43100",818,62
2005,"43220",NA,NA
2005,"43270",NA,NA
2005,"43300",NA,4
2005,"43440",NA,3
2005,"43500",821,17
2005,"43520",NA,NA
2005,"43700",NA,4
2005,"43800",NA,4
2005,"43900",NA,4
2005,"44100",921,77
2005,"44120",972,8
2005,"44150",917,28
2005,"44160",NA,NA
2005,"44200",686,50
2005,"44220",NA,NA
2005,"44260",NA,NA
2005,"44280",NA,3
2005,"44300",NA,4
2005,"44400",NA,1
2005,"44420",NA,NA
2005,"44500",781,45
2005,"44800",822,23
2005,"44880",NA,NA
2005,"44950",NA,1
2005,"45100",1168,212
2005,"45120",1170,44
2005,"45130",1065,43
2005,"45150",861,108
2005,"45160",965,113
2005,"45200",984,188
2005,"45360",1160,39
2005,"45370",1062,6
2005,"45410",NA,2
2005,"45460",NA,2
2005,"45610",942,45
2005,"45700",942,186
2005,"45720",1191,15
2005,"45740",1080,37
2005,"45810",NA,2
2005,"45910",645,31
2005,"46110",NA,NA
2005,"46140",NA,NA
2005,"46400",NA,NA
2005,"46710",NA,4
2005,"46800",805,32
2005,"46810",902,7
2005,"46860",NA,2
2005,"46900",695,21
2005,"46910",881,14
2005,"46920",NA,5
2005,"47200",735,15
2005,"47400",815,51
2005,"47710",NA,4
2005,"47900",NA,NA
2005,"48100",1220,340
2005,"48130",1039,13
2005,"48200",827,45
2005,"48210",NA,NA
2005,"48220",794,8
2005,"48230",819,22
2005,"48300",NA,5
2005,"48310",1423,33
2005,"48350",623,99
2005,"48400",1129,81
2005,"48410",960,17
2005,"48600",968,157
2005,"48700",871,79
2005,"48710",NA,1
2005,"48720",NA,3
2005,"48750",NA,NA
2005,"48770",1006,25
2005,"48800",1239,20
2005,"48810",NA,3
2005,"48900",726,46
2005,"48910",663,8
2005,"49210",1148,11
2005,"49220",NA,5
2005,"49270",NA,NA
2005,"49400",1069,156
2005,"49410",934,35
2005,"49420",736,19
2005,"49460",NA,3
2005,"49490",969,9
2005,"49510",621,9
2005,"49700",NA,3
2005,"49730",NA,NA
2005,"49860",NA,1
2005,"49900",771,7
2005,"49980",NA,NA
2005,"50100",1400,302
2005,"50120",1072,53
2005,"50130",1218,39
2005,"50150",NA,NA
2005,"50160",907,67
2005,"50170",1353,85
2005,"50180",NA,NA
2005,"50190",1418,58
2005,"50500",1292,20
2005,"50520",913,23
2005,"50600",1213,69
2005,"50670",1045,7
2005,"50970",NA,NA
2005,"51200",826,33
2005,"51600",NA,2
2005,"51900",808,42
2005,"52100",957,8
2005,"52200",722,10
2005,"52230",NA,NA
2005,"52300",1055,32
2005,"52320",NA,2
2005,"52420",NA,1
2005,"52520",NA,NA
2005,"52550",883,12
2005,"52610",NA,1
2005,"52700",785,71
2005,"52720",NA,2
2005,"52830",NA,3
2005,"53100",1709,300
2005,"53130",NA,3
2005,"53200",1229,20
2005,"53300",1137,86
2005,"53400",NA,5
2005,"53420",615,10
2005,"53500",1425,15
2005,"53600",1514,39
2005,"53650",NA,3
2005,"53810",1142,90
2005,"53850",1177,124
2005,"53900",1572,60
2005,"53920",1169,109
2005,"53950",1044,39
2005,"54100",1099,38
2005,"54110",1214,9
2005,"54120",NA,1
2005,"54410",NA,2
2005,"54500",875,22
2005,"54510",NA,NA
2005,"54530",NA,5
2005,"54710",1124,6
2005,"54770",NA,1
2005,"54800",864,18
2005,"54820",NA,NA
2005,"54850",NA,2
2005,"54915",1303,19
2005,"54920",1249,8
2005,"54950",NA,NA
2005,"54960",NA,3
2005,"55100",1118,159
2005,"55120",1027,65
2005,"55300",818,8
2005,"55320",826,9
2005,"55330",NA,NA
2005,"55400",706,6
2005,"55420",1332,12
2005,"55510",701,27
2005,"55610",846,34
2005,"55700",1082,11
2005,"55800",873,50
2005,"55910",586,16
2005,"56100",1145,14
2005,"56120",NA,NA
2005,"56610",NA,1
2005,"56710",NA,NA
2005,"56730",NA,NA
2005,"56800",603,20
2005,"57100",1122,116
2005,"57120",NA,NA
2005,"57130",1201,99
2005,"57170",958,67
2005,"57200",943,59
2005,"57210",856,46
2005,"57220",641,17
2005,"57230",821,28
2005,"57510",969,7
2005,"57600",1023,8
2005,"57710",1059,30
2005,"58175",NA,4
2005,"58200",837,34
2005,"58220",NA,NA
2005,"58300",594,11
2005,"58410",NA,NA
2005,"58450",NA,1
2005,"58500",846,15
2005,"58550",NA,2
2005,"58620",NA,NA
2005,"58700",580,8
2005,"58900",742,19
2005,"58910",NA,1
2005,"59100",NA,4
2005,"59310",NA,2
2005,"59510",NA,1
2005,"59720",NA,1
2005,"59730",NA,NA
2005,"59800",681,15
2005,"60100",1200,216
2005,"60120",1213,41
2005,"60150",856,53
2005,"60200",1285,125
2005,"60220",1055,55
2005,"60320",1167,88
2005,"60420",NA,NA
2005,"60510",1210,107
2005,"60550",940,25
2005,"60560",NA,1
2005,"60720",NA,4
2005,"60760",NA,NA
2005,"60800",939,13
2005,"61100",1019,7
2005,"61280",NA,NA
2005,"61300",842,43
2005,"61330",NA,3
2005,"61400",750,9
2005,"61470",NA,1
2005,"61500",558,18
2005,"61520",NA,NA
2005,"61600",631,36
2005,"61720",NA,2
2005,"61800",867,86
2005,"61840",NA,NA
2005,"61850",NA,1
2005,"61980",NA,1
2005,"62100",931,72
2005,"62190",NA,NA
2005,"62200",806,30
2005,"62300",810,13
2005,"62310",NA,NA
2005,"62370",NA,NA
2005,"62375",680,9
2005,"62420",NA,2
2005,"62500",NA,2
2005,"62510",NA,NA
2005,"62600",NA,3
2005,"62800",592,8
2005,"62830",NA,NA
2005,"62900",829,15
2005,"63100",825,8
2005,"63130",NA,1
2005,"63300",891,35
2005,"63350",NA,1
2005,"63400",NA,NA
2005,"63410",NA,NA
2005,"63500",NA,2
2005,"63510",NA,NA
2005,"63600",699,8
2005,"63610",892,6
2005,"63680",NA,NA
2005,"63700",895,44
2005,"63780",NA,NA
2005,"63800",NA,3
2005,"63900",NA,NA
2005,"63920",NA,1
2005,"64100",631,20
2005,"64140",NA,NA
2005,"64200",728,18
2005,"64220",NA,NA
2005,"64230",NA,4
2005,"64240",NA,NA
2005,"64250",NA,NA
2005,"64260",553,12
2005,"64300",NA,NA
2005,"64350",NA,3
2005,"64370",NA,NA
2005,"64510",NA,NA
2005,"64530",NA,NA
2005,"64550",NA,NA
2005,"64610",NA,1
2005,"64700",659,13
2005,"64740",NA,NA
2005,"64760",NA,NA
2005,"64770",NA,NA
2005,"64820",NA,NA
2005,"64900",NA,5
2005,"65100",1484,451
2005,"65170",NA,2
2005,"65200",1248,129
2005,"65230",1187,61
2005,"65280",1357,87
2005,"65300",1251,14
2005,"65320",1190,87
2005,"65350",971,78
2005,"65370",789,66
2005,"65380",966,39
2005,"65410",NA,NA
2005,"65450",NA,5
2005,"65460",NA,NA
2005,"65480",NA,NA
2005,"65520",NA,5
2005,"65610",1110,79
2005,"65630",NA,5
2005,"65650",NA,NA
2005,"65710",NA,NA
2005,"65730",NA,NA
2005,"65800",NA,5
2005,"66100",NA,4
2005,"66140",NA,1
2005,"66160",NA,NA
2005,"66200",NA,NA
2005,"66210",NA,3
2005,"66240",NA,NA
2005,"66270",NA,NA
2005,"66280",NA,NA
2005,"66290",NA,1
2005,"66295",NA,NA
2005,"66300",NA,5
2005,"66360",NA,NA
2005,"66400",931,42
2005,"66430",NA,NA
2005,"66440",NA,1
2005,"66500",NA,4
2005,"66510",NA,2
2005,"66530",836,19
2005,"66550",NA,NA
2005,"66560",NA,1
2005,"66580",NA,1
2005,"66590",NA,1
2005,"66600",NA,3
2005,"66640",NA,NA
2005,"66710",NA,NA
2005,"66800",NA,1
2005,"66840",NA,NA
2005,"66850",NA,NA
2005,"66900",899,27
2005,"66970",NA,1
2005,"67100",1128,170
2005,"67200",970,83
2005,"67300",1237,26
