"Vuosi","Postinumero","Keskiarvo","Lukumäärä"
2010,"29880",NA,NA
2010,"29900",NA,2
2010,"30100",1185,113
2010,"30300",806,44
2010,"30420",1127,48
2010,"31110",NA,NA
2010,"31130",NA,1
2010,"31160",NA,2
2010,"31300",1211,21
2010,"31400",1142,62
2010,"31470",NA,NA
2010,"31500",1020,16
2010,"31600",1116,19
2010,"31610",NA,NA
2010,"31620",NA,NA
2010,"31630",NA,NA
2010,"31640",744,11
2010,"31700",NA,NA
2010,"31720",NA,NA
2010,"31760",1096,22
2010,"31900",818,12
2010,"32100",981,10
2010,"32200",1157,89
2010,"32210",863,31
2010,"32250",NA,1
2010,"32270",NA,1
2010,"32300",727,7
2010,"32410",NA,NA
2010,"32440",727,12
2010,"32500",NA,3
2010,"32560",NA,1
2010,"32610",764,6
2010,"32620",NA,1
2010,"32700",1144,79
2010,"32730",NA,2
2010,"32740",742,25
2010,"32800",914,34
2010,"32810",NA,4
2010,"32910",NA,1
2010,"32920",NA,3
2010,"33100",2842,409
2010,"33180",3111,11
2010,"33200",2875,218
2010,"33210",2804,132
2010,"33230",2730,199
2010,"33240",2474,33
2010,"33250",2412,52
2010,"33270",2309,185
2010,"33300",1913,99
2010,"33310",1378,117
2010,"33330",1632,60
2010,"33340",2003,69
2010,"33400",2021,90
2010,"33410",1521,130
2010,"33420",1826,10
2010,"33430",1877,67
2010,"33450",1921,41
2010,"33470",1846,88
2010,"33480",1910,84
2010,"33500",2606,272
2010,"33520",1851,22
2010,"33530",2071,91
2010,"33540",2473,255
2010,"33560",2042,187
2010,"33580",2221,204
2010,"33610",2135,83
2010,"33680",NA,1
2010,"33700",2504,22
2010,"33710",1958,289
2010,"33720",1734,392
2010,"33730",1982,17
2010,"33800",1827,162
2010,"33820",2119,123
2010,"33840",1596,102
2010,"33850",1274,63
2010,"33880",1421,82
2010,"33900",2186,197
2010,"33920",NA,2
2010,"33950",2013,95
2010,"33960",2016,166
2010,"33980",NA,NA
2010,"34130",1156,7
2010,"34140",NA,NA
2010,"34240",NA,NA
2010,"34260",NA,3
2010,"34300",1058,7
2010,"34450",NA,1
2010,"34600",885,27
2010,"34800",930,42
2010,"34870",NA,1
2010,"35100",1166,17
2010,"35220",NA,4
2010,"35300",1152,72
2010,"35320",NA,NA
2010,"35400",NA,1
2010,"35500",NA,3
2010,"35530",NA,NA
2010,"35540",NA,2
2010,"35600",NA,3
2010,"35630",NA,1
2010,"35700",942,17
2010,"35800",818,45
2010,"35820",799,7
2010,"35990",NA,1
2010,"36100",NA,3
2010,"36110",1834,16
2010,"36200",1904,123
2010,"36220",1653,92
2010,"36240",1790,89
2010,"36270",1696,10
2010,"36420",1490,13
2010,"36430",NA,NA
2010,"36450",NA,3
2010,"36600",1450,15
2010,"36720",NA,1
2010,"36760",1315,6
2010,"36810",NA,1
2010,"36840",NA,1
2010,"36910",NA,NA
2010,"36930",NA,NA
2010,"37100",1639,180
2010,"37120",1728,163
2010,"37130",1538,46
2010,"37140",1987,27
2010,"37150",1661,48
2010,"37200",1305,8
2010,"37240",907,14
2010,"37370",NA,5
2010,"37420",NA,NA
2010,"37470",1376,10
2010,"37500",1694,100
2010,"37550",1904,46
2010,"37560",2123,27
2010,"37600",1245,137
2010,"37630",1400,94
2010,"37700",NA,NA
2010,"37800",1174,86
2010,"37830",1142,45
2010,"37850",NA,NA
2010,"37860",NA,1
2010,"37900",NA,1
2010,"37910",1091,7
2010,"38100",NA,NA
2010,"38200",1431,84
2010,"38210",1091,25
2010,"38250",NA,NA
2010,"38270",NA,NA
2010,"38300",965,6
2010,"38360",NA,2
2010,"38420",NA,2
2010,"38460",1058,14
2010,"38510",NA,1
2010,"38600",866,9
2010,"38700",1166,57
2010,"38710",963,32
2010,"38800",NA,3
2010,"38950",NA,NA
2010,"39100",1412,34
2010,"39130",NA,1
2010,"39150",NA,NA
2010,"39160",1831,25
2010,"39200",1175,38
2010,"39310",NA,4
2010,"39340",NA,NA
2010,"39500",1076,59
2010,"39700",988,36
2010,"39820",NA,2
2010,"39930",NA,4
2010,"40100",2379,330
2010,"40200",2152,83
2010,"40250",1633,103
2010,"40270",1797,172
2010,"40320",1642,71
2010,"40340",1228,115
2010,"40400",1650,90
2010,"40420",1821,67
2010,"40500",2037,39
2010,"40520",2076,160
2010,"40530",1919,42
2010,"40600",1839,44
2010,"40620",NA,NA
2010,"40630",1576,39
2010,"40640",1283,82
2010,"40700",2040,90
2010,"40720",2154,65
2010,"40740",1547,111
2010,"40800",1476,91
2010,"40820",1111,28
2010,"40900",1183,23
2010,"40930",1337,13
2010,"40950",1427,52
2010,"41120",NA,3
2010,"41160",1384,41
2010,"41180",NA,1
2010,"41210",NA,NA
2010,"41230",NA,3
2010,"41270",NA,NA
2010,"41290",NA,1
2010,"41310",1667,20
2010,"41330",1270,17
2010,"41340",1371,53
2010,"41390",NA,NA
2010,"41400",1176,20
2010,"41490",NA,1
2010,"41500",NA,5
2010,"41520",974,13
2010,"41530",NA,NA
2010,"41560",NA,NA
2010,"41580",NA,NA
2010,"41660",957,9
2010,"41710",NA,NA
2010,"41770",737,9
2010,"41800",1221,22
2010,"41820",NA,NA
2010,"41870",NA,NA
2010,"41900",1160,11
2010,"42100",1290,112
2010,"42220",NA,2
2010,"42300",917,57
2010,"42440",NA,NA
2010,"42600",764,7
2010,"42700",1068,82
2010,"42800",NA,5
2010,"42850",NA,1
2010,"42910",NA,NA
2010,"43100",1059,47
2010,"43220",NA,NA
2010,"43270",NA,NA
2010,"43300",NA,4
2010,"43440",NA,1
2010,"43500",893,22
2010,"43520",NA,NA
2010,"43700",NA,5
2010,"43800",NA,1
2010,"43900",NA,5
2010,"44100",1137,75
2010,"44120",1120,7
2010,"44150",957,22
2010,"44160",NA,NA
2010,"44200",813,51
2010,"44220",NA,2
2010,"44260",NA,NA
2010,"44280",NA,4
2010,"44300",994,11
2010,"44400",NA,1
2010,"44420",NA,1
2010,"44500",1161,45
2010,"44800",981,21
2010,"44880",NA,NA
2010,"44950",NA,NA
2010,"45100",1425,193
2010,"45120",1462,52
2010,"45130",1296,39
2010,"45150",1086,100
2010,"45160",1164,85
2010,"45200",1159,131
2010,"45360",1366,39
2010,"45370",1213,14
2010,"45410",NA,NA
2010,"45460",NA,NA
2010,"45610",1209,28
2010,"45700",1101,147
2010,"45720",1409,11
2010,"45740",1124,19
2010,"45810",NA,NA
2010,"45910",795,29
2010,"46110",NA,NA
2010,"46140",NA,NA
2010,"46400",NA,NA
2010,"46710",NA,4
2010,"46800",983,54
2010,"46810",NA,2
2010,"46860",NA,1
2010,"46900",918,25
2010,"46910",828,6
2010,"46920",NA,3
2010,"47200",769,13
2010,"47400",1091,31
2010,"47710",779,8
2010,"47900",NA,NA
2010,"48100",1635,195
2010,"48130",NA,NA
2010,"48200",988,17
2010,"48210",NA,5
2010,"48220",NA,3
2010,"48230",788,8
2010,"48300",NA,3
2010,"48310",1869,59
2010,"48350",808,78
2010,"48400",1336,57
2010,"48410",1266,16
2010,"48600",1324,79
2010,"48700",1144,44
2010,"48710",NA,4
2010,"48720",NA,1
2010,"48750",NA,NA
2010,"48770",1228,22
2010,"48800",1447,10
2010,"48810",NA,1
2010,"48900",1458,8
2010,"48910",1265,6
2010,"49210",1410,12
2010,"49220",1697,9
2010,"49270",NA,2
2010,"49400",1181,137
2010,"49410",1204,23
2010,"49420",1449,10
2010,"49460",959,14
2010,"49490",1241,8
2010,"49510",804,6
2010,"49700",NA,3
2010,"49730",NA,NA
2010,"49860",NA,NA
2010,"49900",911,6
2010,"49980",NA,NA
2010,"50100",1785,278
2010,"50120",1334,44
2010,"50130",1638,33
2010,"50150",NA,NA
2010,"50160",1232,56
2010,"50170",1720,40
2010,"50180",NA,1
2010,"50190",1790,65
2010,"50500",1601,31
2010,"50520",NA,NA
2010,"50600",1528,57
2010,"50670",1284,10
2010,"50970",NA,NA
2010,"51200",1057,31
2010,"51600",NA,4
2010,"51900",1115,43
2010,"52100",1347,6
2010,"52200",860,17
2010,"52230",NA,NA
2010,"52300",1209,24
2010,"52320",NA,NA
2010,"52420",NA,NA
2010,"52520",NA,NA
2010,"52550",1109,10
2010,"52610",NA,NA
2010,"52700",976,53
2010,"52720",NA,NA
2010,"52830",NA,4
2010,"53100",2063,269
2010,"53130",NA,2
2010,"53200",1433,25
2010,"53300",1299,53
2010,"53400",NA,NA
2010,"53420",NA,4
2010,"53500",1787,14
2010,"53600",2087,58
2010,"53650",NA,3
2010,"53810",1327,89
2010,"53850",1419,108
2010,"53900",2007,60
2010,"53920",1330,62
2010,"53950",1236,35
2010,"54100",1218,63
2010,"54110",1482,8
2010,"54120",NA,3
2010,"54410",NA,NA
2010,"54500",1103,18
2010,"54510",NA,NA
2010,"54530",NA,1
2010,"54710",NA,5
2010,"54770",NA,1
2010,"54800",1361,21
2010,"54820",NA,NA
2010,"54850",NA,NA
2010,"54915",1620,15
2010,"54920",NA,4
2010,"54950",NA,NA
2010,"54960",NA,1
2010,"55100",1261,118
2010,"55120",998,46
2010,"55300",946,7
2010,"55320",1013,12
2010,"55330",NA,NA
2010,"55400",NA,1
2010,"55420",1411,9
2010,"55510",745,30
2010,"55610",939,32
2010,"55700",1212,13
2010,"55800",854,35
2010,"55910",807,6
2010,"56100",1196,25
2010,"56120",NA,3
2010,"56610",NA,NA
2010,"56710",NA,NA
2010,"56730",NA,1
2010,"56800",754,8
2010,"57100",1475,114
2010,"57120",NA,NA
2010,"57130",1654,69
2010,"57170",1253,42
2010,"57200",1166,42
2010,"57210",1117,34
2010,"57220",790,9
2010,"57230",1076,20
2010,"57510",NA,4
2010,"57600",1219,10
2010,"57710",1197,35
2010,"58175",NA,5
2010,"58200",986,19
2010,"58220",NA,1
2010,"58300",NA,2
2010,"58410",NA,NA
2010,"58450",NA,2
2010,"58500",1146,18
2010,"58550",NA,NA
2010,"58620",NA,NA
2010,"58700",NA,5
2010,"58900",746,16
2010,"58910",NA,NA
2010,"59100",984,6
2010,"59310",NA,3
2010,"59510",NA,2
2010,"59720",NA,2
2010,"59730",NA,NA
2010,"59800",841,11
2010,"60100",1596,183
2010,"60120",1485,37
2010,"60150",1243,75
2010,"60200",1704,162
2010,"60220",1616,52
2010,"60320",1681,96
2010,"60420",NA,NA
2010,"60510",1654,156
2010,"60550",1389,22
2010,"60560",NA,4
2010,"60720",NA,5
2010,"60760",NA,NA
2010,"60800",1309,29
2010,"61100",1074,10
2010,"61280",NA,NA
2010,"61300",1106,37
2010,"61330",NA,1
2010,"61400",1100,11
2010,"61470",NA,1
2010,"61500",772,17
2010,"61520",NA,1
2010,"61600",928,37
2010,"61720",NA,NA
2010,"61800",1195,52
2010,"61840",NA,NA
2010,"61850",NA,5
2010,"61980",NA,1
2010,"62100",1304,71
2010,"62190",NA,NA
2010,"62200",881,38
2010,"62300",934,8
2010,"62310",NA,NA
2010,"62370",NA,NA
2010,"62375",895,6
2010,"62420",NA,1
2010,"62500",NA,3
2010,"62510",NA,1
2010,"62600",976,7
2010,"62800",NA,4
2010,"62830",NA,NA
2010,"62900",1115,20
2010,"63100",NA,4
2010,"63130",NA,1
2010,"63300",1057,45
2010,"63350",NA,NA
2010,"63400",NA,1
2010,"63410",NA,NA
2010,"63500",NA,4
2010,"63510",NA,NA
2010,"63600",NA,4
2010,"63610",1046,9
2010,"63680",NA,NA
2010,"63700",1006,35
2010,"63780",NA,NA
2010,"63800",865,7
2010,"63900",NA,1
2010,"63920",NA,NA
2010,"64100",797,19
2010,"64140",NA,2
2010,"64200",NA,5
2010,"64220",NA,2
2010,"64230",NA,1
2010,"64240",NA,NA
2010,"64250",NA,NA
2010,"64260",NA,1
2010,"64300",NA,1
2010,"64350",NA,2
2010,"64370",NA,NA
2010,"64510",NA,NA
2010,"64530",NA,NA
2010,"64550",NA,NA
2010,"64610",NA,NA
2010,"64700",841,17
2010,"64740",NA,NA
2010,"64760",NA,NA
2010,"64770",NA,NA
2010,"64820",NA,NA
2010,"64900",NA,2
2010,"65100",2044,372
2010,"65170",NA,NA
2010,"65200",1823,85
2010,"65230",1429,39
2010,"65280",1800,85
2010,"65300",1544,14
2010,"65320",1516,91
2010,"65350",1279,72
2010,"65370",1062,56
2010,"65380",1425,19
2010,"65410",NA,2
2010,"65450",NA,2
2010,"65460",NA,NA
2010,"65480",NA,NA
2010,"65520",NA,3
2010,"65610",1426,74
2010,"65630",1613,12
2010,"65650",NA,2
2010,"65710",NA,1
2010,"65730",NA,NA
2010,"65800",NA,NA
2010,"66100",1120,6
2010,"66140",NA,3
2010,"66160",NA,NA
2010,"66200",NA,NA
2010,"66210",NA,2
2010,"66240",NA,1
2010,"66270",NA,NA
2010,"66280",NA,NA
2010,"66290",NA,NA
2010,"66295",NA,NA
2010,"66300",NA,3
2010,"66360",NA,1
2010,"66400",1199,41
2010,"66430",NA,2
2010,"66440",1004,6
2010,"66500",862,8
2010,"66510",NA,NA
2010,"66530",1041,9
2010,"66550",NA,1
2010,"66560",NA,NA
2010,"66580",NA,NA
2010,"66590",NA,1
2010,"66600",NA,4
2010,"66640",NA,1
2010,"66710",NA,NA
2010,"66800",NA,NA
2010,"66840",NA,NA
2010,"66850",NA,NA
2010,"66900",1229,23
2010,"66970",NA,NA
2010,"67100",1709,196
2010,"67200",1291,74
2010,"67300",1593,37
2010,"67400",1690,14
2010,"67600",NA,3
2010,"67700",1426,9
2010,"67800",1142,19
2010,"67900",NA,NA
2010,"68100",NA,NA
2010,"68210",NA,NA
2010,"68230",NA,NA
2010,"68300",1003,8
2010,"68320",NA,1
2010,"68380",NA,NA
2010,"68390",NA,NA
2010,"68410",NA,NA
2010,"68500",NA,5
2010,"68555",NA,NA
2010,"68560",NA,NA
2010,"68570",NA,NA
2010,"68580",NA,4
2010,"68600",1236,84
2010,"68620",1165,53
2010,"68630",1263,19
2010,"68660",923,7
2010,"68700",NA,2
2010,"68800",NA,NA
2010,"68810",NA,NA
2010,"68820",NA,NA
2010,"68870",NA,NA
2010,"68910",NA,NA
2010,"68930",NA,1
2010,"68940",NA,1
2010,"69100",988,40
2010,"69150",NA,1
2010,"69300",789,14
2010,"69310",NA,2
2010,"69410",NA,NA
2010,"69440",NA,NA
2010,"69510",NA,NA
2010,"69600",1232,17
2010,"69700",841,6
2010,"69730",NA,2
2010,"69820",NA,NA
2010,"69830",NA,NA
2010,"69950",894,6
2010,"69980",NA,NA
2010,"70100",2332,346
2010,"70110",2251,103
2010,"70150",1715,93
2010,"70200",1645,118
2010,"70260",1837,68
2010,"70280",1470,33
2010,"70300",1975,11
2010,"70340",1435,40
2010,"70400",NA,1
2010,"70420",1590,48
2010,"70460",1429,81
2010,"70500",1668,96
2010,"70600",2145,43
2010,"70620",1823,22
2010,"70700",1632,45
2010,"70780",1707,63
2010,"70800",1916,24
2010,"70820",1850,140
2010,"70840",2583,14
2010,"70900",1758,12
2010,"70910",1668,25
2010,"71160",1196,13
2010,"71200",728,9
2010,"71210",NA,NA
2010,"71240",NA,NA
2010,"71280",NA,NA
2010,"71310",1006,6
2010,"71470",NA,1
2010,"71480",NA,NA
2010,"71570",NA,NA
2010,"71730",NA,2
2010,"71750",1263,7
2010,"71760",NA,NA
2010,"71775",NA,NA
2010,"71800",1594,57
2010,"71820",NA,NA
2010,"71850",1575,19
2010,"71870",867,7
2010,"71910",NA,1
2010,"71960",NA,NA
2010,"72100",NA,1
2010,"72210",NA,3
2010,"72300",669,7
2010,"72400",906,15
2010,"72550",NA,NA
2010,"72600",755,9
2010,"73100",1166,52
2010,"73200",NA,4
2010,"73230",NA,NA
2010,"73300",1178,32
2010,"73310",3100,8
2010,"73410",NA,NA
2010,"73460",662,6
2010,"73500",820,23
2010,"73600",793,14
2010,"73770",NA,NA
2010,"73900",NA,NA
2010,"74100",1611,116
2010,"74120",1387,93
2010,"74130",1315,42
2010,"74200",806,9
2010,"74300",NA,5
2010,"74340",NA,2
2010,"74380",NA,NA
2010,"74510",NA,1
2010,"74550",NA,2
2010,"74700",1027,41
2010,"75500",728,21
2010,"75530",989,20
2010,"75680",NA,NA
2010,"75700",637,7
2010,"76100",975,74
2010,"76120",954,17
2010,"76130",NA,4
2010,"76150",921,28
2010,"76850",1134,7
2010,"76940",NA,NA
2010,"77240",NA,NA
2010,"77330",NA,2
2010,"77570",NA,NA
2010,"77580",NA,NA
2010,"77600",943,63
2010,"77700",NA,4
2010,"77800",NA,1
2010,"78200",914,89
2010,"78210",925,8
2010,"78250",947,30
2010,"78300",670,10
2010,"78310",1004,6
2010,"78400",1007,18
2010,"78480",NA,NA
2010,"78500",926,9
2010,"78850",978,37
2010,"78870",920,26
2010,"78880",NA,3
2010,"79100",1072,51
2010,"79130",NA,1
2010,"79255",NA,NA
2010,"79480",NA,1
2010,"79600",648,9
2010,"79700",776,10
2010,"79810",NA,NA
2010,"79830",NA,NA
2010,"79940",NA,1
2010,"80100",2088,253
2010,"80110",2112,109
2010,"80130",1535,7
2010,"80140",1825,84
2010,"80160",1452,164
2010,"80170",1593,55
2010,"80200",2093,104
2010,"80220",1809,41
2010,"80230",1621,57
2010,"80260",1590,56
2010,"80330",1451,13
2010,"80400",1623,45
2010,"80510",NA,NA
2010,"80710",1852,37
2010,"80770",NA,NA
2010,"80780",NA,3
2010,"80790",NA,NA
2010,"80850",NA,NA
2010,"80910",NA,NA
2010,"81100",1476,12
2010,"81160",NA,NA
2010,"81200",NA,3
2010,"81210",NA,NA
2010,"81220",NA,1
2010,"81230",NA,NA
2010,"81235",NA,NA
2010,"81280",NA,5
2010,"81390",NA,NA
2010,"81700",896,43
2010,"81720",806,11
2010,"81750",NA,NA
2010,"81970",NA,NA
2010,"82110",NA,1
2010,"82140",712,6
2010,"82200",912,28
2010,"82220",NA,NA
2010,"82290",NA,2
2010,"82300",NA,1
2010,"82335",NA,NA
2010,"82350",NA,1
2010,"82430",NA,2
2010,"82500",1000,62
2010,"82600",742,10
2010,"82655",NA,NA
2010,"82710",NA,1
2010,"82730",NA,1
2010,"82900",827,13
2010,"83100",930,6
2010,"83130",NA,NA
2010,"83330",NA,NA
2010,"83400",883,9
2010,"83430",NA,NA
2010,"83500",810,58
2010,"83630",NA,NA
2010,"83700",796,6
2010,"83720",NA,NA
2010,"83750",NA,NA
2010,"83900",788,12
2010,"83950",NA,NA
2010,"83960",NA,NA
2010,"84100",1358,132
2010,"84880",NA,NA
2010,"85100",1208,23
2010,"85140",NA,2
2010,"85160",NA,NA
2010,"85200",773,8
2010,"85230",NA,NA
2010,"85310",NA,1
2010,"85320",NA,NA
2010,"85410",1016,7
2010,"85430",NA,NA
2010,"85500",1292,65
2010,"85560",NA,NA
2010,"85580",NA,1
2010,"85630",NA,NA
2010,"85640",NA,NA
2010,"85660",NA,NA
2010,"85800",821,32
2010,"85820",NA,NA
2010,"85900",NA,5
2010,"86100",NA,4
2010,"86170",NA,NA
2010,"86220",NA,NA
2010,"86300",994,69
2010,"86400",784,10
2010,"86440",NA,NA
2010,"86600",1110,21
2010,"86710",NA,2
2010,"86800",887,19
2010,"86900",NA,1
2010,"87100",1533,158
2010,"87150",1390,9
2010,"87200",1591,70
2010,"87250",1662,37
2010,"87300",1092,19
2010,"87400",1177,33
2010,"87500",1186,87
2010,"87600",750,7
2010,"87700",1426,39
2010,"87830",NA,1
2010,"88200",NA,3
2010,"88270",NA,1
2010,"88300",NA,2
2010,"88400",NA,2
2010,"88470",NA,NA
2010,"88600",1401,36
2010,"88610",1575,12
2010,"88900",1328,22
2010,"89140",NA,NA
2010,"89200",NA,3
2010,"89400",NA,1
2010,"89600",1055,12
2010,"89800",NA,NA
2010,"90100",2128,387
2010,"90120",1854,177
2010,"90140",1674,23
2010,"90150",1505,50
2010,"90160",1516,70
2010,"90210",2472,9
2010,"90230",2033,74
2010,"90240",1654,113
2010,"90250",1334,119
2010,"90310",1748,19
2010,"90400",NA,NA
2010,"90420",1753,81
2010,"90440",1454,110
2010,"90450",1600,53
2010,"90460",1529,83
2010,"90480",NA,NA
2010,"90500",1651,254
2010,"90520",1561,26
2010,"90530",1472,66
2010,"90540",1571,90
2010,"90550",1293,89
2010,"90560",1324,56
2010,"90570",1421,92
2010,"90580",1318,51
2010,"90630",1626,69
2010,"90650",1580,162
2010,"90800",1529,43
2010,"90810",1296,19
2010,"90820",NA,NA
2010,"90830",1493,53
2010,"90840",NA,NA
2010,"90850",NA,2
2010,"90900",1327,32
2010,"90910",NA,NA
2010,"90940",1326,48
2010,"91100",1027,20
2010,"91200",NA,NA
2010,"91300",NA,2
2010,"91310",NA,1
2010,"91410",NA,NA
2010,"91430",NA,NA
2010,"91500",1163,19
2010,"91600",904,13
2010,"91670",NA,NA
2010,"91700",NA,5
2010,"91710",NA,NA
2010,"91760",NA,NA
2010,"91800",1255,13
2010,"91900",1262,21
2010,"91910",NA,1
2010,"91950",NA,NA
2010,"91980",NA,2
2010,"92100",1179,65
2010,"92120",1226,17
2010,"92130",1132,36
2010,"92140",1261,15
2010,"92150",911,11
2010,"92160",NA,NA
2010,"92320",NA,NA
2010,"92350",NA,NA
2010,"92400",785,10
2010,"92430",NA,1
2010,"92450",NA,NA
2010,"92500",NA,5
2010,"92600",NA,4
2010,"92620",NA,1
2010,"92640",NA,NA
2010,"92700",NA,3
2010,"92930",NA,1
2010,"93100",971,17
2010,"93280",NA,NA
2010,"93400",776,11
2010,"93600",1398,97
2010,"93825",NA,3
2010,"93850",NA,NA
2010,"93999",NA,NA
2010,"94100",1066,151
2010,"94200",771,10
2010,"94300",NA,1
2010,"94400",1070,20
2010,"94430",NA,1
2010,"94450",NA,1
2010,"94500",997,6
2010,"94600",1072,9
2010,"94700",752,46
2010,"94720",1181,21
2010,"94830",NA,1
2010,"95100",NA,2
2010,"95200",NA,NA
2010,"95230",NA,NA
2010,"95300",NA,2
2010,"95400",1495,42
2010,"95410",1084,11
2010,"95420",1322,38
2010,"95430",1116,23
2010,"95450",1390,18
2010,"95600",NA,4
2010,"95700",NA,3
2010,"95900",NA,4
2010,"95970",NA,4
2010,"95980",NA,4
2010,"96100",1758,146
2010,"96190",1539,16
2010,"96200",1720,104
2010,"96300",1816,67
2010,"96400",1510,16
2010,"96440",NA,4
2010,"96460",1600,9
2010,"96500",1086,28
2010,"96600",NA,1
2010,"96800",NA,1
2010,"96900",1886,19
2010,"96910",1384,21
2010,"96960",NA,NA
2010,"97110",NA,NA
2010,"97130",NA,NA
2010,"97160",NA,NA
2010,"97280",NA,1
2010,"97390",NA,NA
2010,"97700",823,24
2010,"97900",598,7
2010,"98100",851,28
2010,"98120",NA,3
2010,"98230",NA,NA
2010,"98310",NA,3
2010,"98400",NA,NA
2010,"98440",NA,1
2010,"98500",NA,NA
2010,"98530",NA,1
2010,"98600",NA,NA
2010,"98720",NA,2
2010,"98800",NA,NA
2010,"98900",755,10
2010,"99100",1929,7
2010,"99130",2422,14
2010,"99300",NA,1
2010,"99400",NA,NA
2010,"99490",NA,NA
2010,"99555",NA,NA
2010,"99600",979,27
2010,"99620",NA,NA
2010,"99645",NA,NA
2010,"99710",NA,NA
2010,"99800",890,6
2010,"99830",NA,5
2010,"99870",NA,1
2010,"99910",NA,NA
2010,"99980",NA,1
2011,"00100",5413,417
2011,"00120",5581,138
2011,"00130",6646,19
2011,"00140",6262,212
2011,"00150",5704,296
2011,"00160",5932,42
2011,"00170",5747,136
2011,"00180",5459,206
2011,"00190",NA,NA
2011,"00200",4576,434
2011,"00210",4747,143
2011,"00240",NA,1
2011,"00250",4953,307
2011,"00260",5322,155
2011,"00270",4686,208
2011,"00280",4394,74
2011,"00290",NA,1
2011,"00300",4424,32
2011,"00310",3352,21
2011,"00320",3829,323
2011,"00330",4609,151
2011,"00340",3670,16
2011,"00350",3718,137
2011,"00360",3043,67
2011,"00370",3173,88
2011,"00380",NA,NA
2011,"00390",2785,86
2011,"00400",3286,236
2011,"00410",2647,15
2011,"00420",2683,225
2011,"00430",3175,16
2011,"00440",3345,96
2011,"00500",4349,454
2011,"00510",4260,349
2011,"00520",3906,114
2011,"00530",4510,525
2011,"00540",NA,NA
2011,"00550",3957,198
2011,"00560",4490,138
2011,"00570",3873,80
2011,"00580",NA,4
2011,"00590",NA,NA
2011,"00600",2848,27
2011,"00610",3962,130
2011,"00620",3048,69
2011,"00630",2844,126
2011,"00640",2985,166
2011,"00650",3212,25
2011,"00660",3455,55
2011,"00670",3601,55
2011,"00680",3282,28
2011,"00690",NA,2
2011,"00700",3072,105
2011,"00710",2484,154
2011,"00720",2961,128
2011,"00730",3146,117
2011,"00740",2714,84
2011,"00750",2489,67
2011,"00760",2739,87
2011,"00770",2050,53
2011,"00780",3213,81
2011,"00790",3675,85
2011,"00800",3421,84
2011,"00810",3799,84
2011,"00820",2737,163
2011,"00830",3447,19
2011,"00840",3093,147
2011,"00850",NA,5
2011,"00870",2643,27
2011,"00900",2584,87
2011,"00910",3045,170
2011,"00920",2379,136
2011,"00930",2887,30
2011,"00940",2365,214
2011,"00950",3202,41
2011,"00960",2613,107
2011,"00970",2471,126
2011,"00980",2854,162
2011,"00990",3956,171
2011,"01120",NA,NA
2011,"01150",2479,41
2011,"01180",NA,NA
2011,"01200",2244,164
2011,"01230",2550,40
2011,"01260",2551,27
2011,"01280",2488,164
2011,"01300",2802,387
2011,"01350",2389,131
2011,"01360",2125,231
2011,"01370",2734,63
2011,"01380",2910,11
2011,"01390",2882,61
2011,"01400",2799,27
2011,"01420",NA,5
2011,"01450",2512,246
2011,"01480",2159,90
2011,"01490",2678,18
2011,"01510",3446,52
2011,"01520",3388,136
2011,"01600",2526,339
2011,"01610",2554,121
2011,"01620",2277,225
2011,"01630",2923,31
2011,"01640",3066,31
2011,"01650",2092,72
2011,"01660",2685,16
2011,"01670",2713,49
2011,"01680",NA,3
2011,"01690",3201,29
2011,"01700",NA,4
2011,"01710",2525,176
2011,"01720",NA,2
2011,"01730",1908,29
2011,"01750",NA,NA
2011,"01760",NA,2
2011,"01800",2301,92
2011,"01820",2302,53
2011,"01830",NA,1
2011,"01840",2392,32
2011,"01860",NA,1
2011,"01900",2053,86
2011,"01940",NA,NA
2011,"02100",3939,90
2011,"02110",3955,69
2011,"02120",3651,86
2011,"02130",3601,94
2011,"02140",3017,41
2011,"02150",3383,12
2011,"02160",4261,29
2011,"02170",3789,100
2011,"02180",3590,85
2011,"02200",3379,166
2011,"02210",2951,250
2011,"02230",3295,243
2011,"02240",3645,13
2011,"02260",2693,67
2011,"02270",3188,25
2011,"02280",3233,56
2011,"02300",3240,15
2011,"02320",2867,353
2011,"02330",3525,47
2011,"02340",3013,93
2011,"02360",2500,153
2011,"02380",NA,NA
2011,"02400",2168,171
2011,"02410",1527,9
2011,"02420",2212,11
2011,"02430",2418,64
2011,"02450",2924,22
2011,"02460",1837,24
2011,"02480",2537,19
2011,"02540",NA,2
2011,"02550",NA,2
2011,"02570",NA,4
2011,"02580",2192,17
2011,"02600",3428,124
2011,"02610",3554,71
2011,"02620",2485,70
2011,"02630",3134,49
2011,"02650",3043,262
2011,"02660",3382,28
2011,"02680",NA,1
2011,"02700",3711,76
2011,"02710",2600,105
2011,"02720",2913,16
2011,"02730",3127,22
2011,"02740",3259,16
2011,"02750",3346,77
2011,"02760",2632,257
2011,"02770",2686,79
2011,"02780",2763,54
2011,"02810",2924,8
2011,"02820",NA,1
2011,"02860",NA,NA
2011,"02880",2439,60
2011,"02920",2893,41
2011,"02940",3022,123
2011,"02970",2910,15
2011,"03100",2104,293
2011,"03150",NA,NA
2011,"03250",1889,19
2011,"03300",NA,NA
2011,"03320",NA,NA
2011,"03400",1918,51
2011,"03600",1558,95
2011,"03620",1510,6
2011,"03810",NA,3
2011,"03850",1335,6
2011,"04130",2386,64
2011,"04200",2415,214
2011,"04220",2554,38
